"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8th week, 2023",,,,,,"Data collected as of March 1, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,403720,81.96,6873,2.19,3295,1.05,9865,3.14,167172,53.29,1859,0.59,2268,0.72,201,0.06,5399,1.72,1155,0.37,653,0.21,50,0.07,1139,1.65,52,0.11,60,0.13,68,0.14,3,0.01,35,0.07
Hokkaido,17662,77.46,853,6.18,253,1.83,722,5.23,2844,20.61,130,0.94,26,0.19,2,0.01,121,0.88,27,0.2,12,0.09,1,0.03,24,0.83,-,-,-,-,6,0.26,-,-,3,0.13
Aomori,5886,91.97,67,1.6,31,0.74,53,1.26,2241,53.36,15,0.36,5,0.12,3,0.07,72,1.71,2,0.05,13,0.31,-,-,3,0.3,1,0.17,-,-,16,2.67,-,-,-,-
Iwate,6397,103.18,204,5.1,20,0.5,304,7.6,2074,51.85,9,0.23,5,0.13,-,-,90,2.25,2,0.05,6,0.15,-,-,19,1.46,1,0.05,1,0.05,2,0.11,-,-,9,0.47
Miyagi,2485,26.16,227,3.91,63,1.09,135,2.33,3361,57.95,35,0.6,6,0.1,7,0.12,114,1.97,-,-,9,0.16,-,-,16,1.33,2,0.17,-,-,4,0.33,-,-,-,-
Akita,2378,76.71,24,1.2,17,0.85,67,3.35,893,44.65,9,0.45,6,0.3,4,0.2,29,1.45,14,0.7,2,0.1,-,-,4,1,-,-,-,-,1,0.2,-,-,-,-
Yamagata,1538,34.95,127,4.38,27,0.93,100,3.45,2066,71.24,15,0.52,8,0.28,1,0.03,81,2.79,1,0.03,7,0.24,-,-,7,0.88,3,0.3,-,-,-,-,-,-,1,0.1
Fukushima,2506,30.19,582,11.64,65,1.3,147,2.94,2481,49.62,14,0.28,6,0.12,3,0.06,134,2.68,1,0.02,10,0.2,-,-,24,1.85,1,0.14,-,-,-,-,-,-,-,-
Ibaraki,5900,49.58,85,1.15,46,0.62,229,3.09,3117,42.12,24,0.32,3,0.04,2,0.03,70,0.95,5,0.07,12,0.16,-,-,85,5,-,-,-,-,6,0.5,-,-,1,0.08
Tochigi,4013,52.8,31,0.65,13,0.27,138,2.88,2355,49.06,25,0.52,22,0.46,1,0.02,100,2.08,4,0.08,6,0.13,-,-,26,2.17,1,0.14,-,-,-,-,-,-,-,-
Gunma,2659,30.92,67,1.26,57,1.08,76,1.43,3160,59.62,51,0.96,8,0.15,9,0.17,125,2.36,7,0.13,17,0.32,-,-,18,1.29,-,-,-,-,-,-,-,-,-,-
Saitama,15387,60.58,144,0.91,162,1.02,393,2.47,10174,63.99,117,0.74,63,0.4,15,0.09,272,1.71,7,0.04,51,0.32,8,0.2,64,1.6,2,0.18,7,0.64,1,0.09,-,-,1,0.09
Chiba,14002,66.68,89,0.68,37,0.28,317,2.42,8057,61.5,90,0.69,14,0.11,7,0.05,150,1.15,8,0.06,29,0.22,-,-,56,1.65,1,0.11,2,0.22,-,-,-,-,-,-
Tokyo,26635,64.81,149,0.58,172,0.66,530,2.05,15820,61.08,156,0.6,91,0.35,16,0.06,442,1.71,27,0.1,67,0.26,2,0.05,23,0.61,5,0.2,3,0.12,2,0.08,1,0.04,-,-
Kanagawa,28204,78.34,118,0.52,105,0.46,451,1.99,12656,55.75,118,0.52,57,0.25,15,0.07,332,1.46,28,0.12,60,0.26,2,0.04,155,3.1,2,0.18,3,0.27,3,0.27,-,-,1,0.09
Niigata,3715,43.2,260,4.64,80,1.43,395,7.05,2492,44.5,28,0.5,30,0.54,3,0.05,108,1.93,5,0.09,16,0.29,-,-,8,0.8,1,0.08,3,0.25,1,0.08,-,-,1,0.08
Toyama,6125,127.6,161,5.55,65,2.24,141,4.86,2325,80.17,23,0.79,8,0.28,2,0.07,40,1.38,8,0.28,4,0.14,-,-,4,0.57,-,-,-,-,-,-,-,-,-,-
Ishikawa,9628,200.58,146,5.03,34,1.17,48,1.66,2355,81.21,21,0.72,51,1.76,1,0.03,54,1.86,5,0.17,3,0.1,-,-,26,3.71,-,-,-,-,4,0.8,-,-,-,-
Fukui,7729,208.89,48,2.09,86,3.74,105,4.57,1103,47.96,36,1.57,86,3.74,2,0.09,42,1.83,6,0.26,6,0.26,-,-,2,0.67,3,0.5,2,0.33,-,-,-,-,-,-
Yamanashi,825,20.12,58,2.42,3,0.13,11,0.46,1553,64.71,1,0.04,1,0.04,1,0.04,49,2.04,1,0.04,6,0.25,-,-,25,2.78,-,-,-,-,-,-,-,-,3,0.3
Nagano,4692,53.93,137,2.58,27,0.51,96,1.81,3603,67.98,26,0.49,11,0.21,2,0.04,79,1.49,17,0.32,6,0.11,3,0.3,30,3,-,-,1,0.08,3,0.25,-,-,-,-
Gifu,2577,29.62,40,0.75,64,1.21,46,0.87,1447,27.3,5,0.09,9,0.17,1,0.02,62,1.17,1,0.02,1,0.02,-,-,10,0.91,-,-,3,0.6,-,-,-,-,1,0.2
Shizuoka,4059,29.2,196,2.2,126,1.42,116,1.3,4814,54.09,53,0.6,12,0.13,6,0.07,135,1.52,4,0.04,29,0.33,-,-,20,0.91,3,0.3,2,0.2,2,0.2,-,-,-,-
Aichi,12386,63.52,109,0.6,116,0.64,581,3.19,8085,44.42,86,0.47,35,0.19,8,0.04,217,1.19,3,0.02,21,0.12,-,-,22,0.63,4,0.27,4,0.27,-,-,-,-,-,-
Mie,4247,59.82,11,0.25,69,1.57,65,1.48,1891,42.98,30,0.68,6,0.14,4,0.09,83,1.89,2,0.05,7,0.16,-,-,3,0.25,2,0.22,1,0.11,1,0.11,-,-,-,-
Shiga,4851,80.85,12,0.33,48,1.33,73,2.03,1628,45.22,31,0.86,16,0.44,2,0.06,39,1.08,2,0.06,4,0.11,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-
Kyoto,18249,145.99,54,0.71,95,1.25,409,5.38,3043,40.04,69,0.91,73,0.96,9,0.12,87,1.14,40,0.53,8,0.11,1,0.06,11,0.61,-,-,1,0.14,2,0.29,-,-,-,-
Osaka,48617,163.69,245,1.26,190,0.98,579,2.98,9134,47.08,119,0.61,137,0.71,11,0.06,281,1.45,58,0.3,43,0.22,7,0.14,52,1.02,-,-,4,0.25,-,-,-,-,3,0.19
Hyogo,19248,96.72,169,1.31,151,1.17,260,2.02,8152,63.19,75,0.58,200,1.55,11,0.09,179,1.39,36,0.28,20,0.16,2,0.06,67,1.91,3,0.21,4,0.29,-,-,-,-,-,-
Nara,5846,106.29,51,1.5,45,1.32,69,2.03,1442,42.41,15,0.44,57,1.68,3,0.09,60,1.76,8,0.24,3,0.09,-,-,20,2,3,0.5,3,0.5,1,0.17,1,0.17,-,-
Wakayama,3819,77.94,58,1.93,19,0.63,55,1.83,1069,35.63,17,0.57,26,0.87,-,-,35,1.17,1,0.03,5,0.17,1,0.25,-,-,2,0.18,2,0.18,1,0.09,-,-,-,-
Tottori,757,26.1,8,0.42,17,0.89,175,9.21,957,50.37,8,0.42,7,0.37,2,0.11,41,2.16,5,0.26,1,0.05,-,-,2,0.4,-,-,-,-,-,-,-,-,1,0.2
Shimane,1607,42.29,4,0.17,28,1.22,33,1.43,1330,57.83,19,0.83,55,2.39,1,0.04,68,2.96,5,0.22,3,0.13,-,-,6,2,1,0.13,-,-,-,-,-,-,-,-
Okayama,4657,55.44,148,2.74,81,1.5,68,1.26,3005,55.65,29,0.54,43,0.8,3,0.06,85,1.57,13,0.24,14,0.26,3,0.25,18,1.5,2,0.4,3,0.6,-,-,-,-,3,0.6
Hiroshima,6614,58.02,115,1.62,88,1.24,174,2.45,4745,66.83,29,0.41,20,0.28,2,0.03,113,1.59,21,0.3,5,0.07,3,0.16,45,2.37,-,-,-,-,1,0.05,-,-,1,0.05
Yamaguchi,2643,40.66,102,2.27,33,0.73,124,2.76,2878,63.96,17,0.38,23,0.51,2,0.04,104,2.31,26,0.58,7,0.16,-,-,24,2.67,-,-,1,0.11,2,0.22,-,-,-,-
Tokushima,1729,46.73,53,2.3,12,0.52,6,0.26,1196,52,14,0.61,38,1.65,1,0.04,51,2.22,5,0.22,5,0.22,1,0.25,2,0.5,1,0.14,2,0.29,-,-,-,-,-,-
Kagawa,4366,92.89,74,2.64,35,1.25,15,0.54,2529,90.32,10,0.36,3,0.11,-,-,64,2.29,4,0.14,5,0.18,-,-,1,0.2,-,-,1,0.2,1,0.2,-,-,-,-
Ehime,3951,64.77,104,2.81,22,0.59,147,3.97,3196,86.38,12,0.32,25,0.68,1,0.03,116,3.14,6,0.16,10,0.27,-,-,24,3,-,-,-,-,2,0.33,-,-,-,-
Kochi,3107,69.04,88,3.26,8,0.3,52,1.93,1377,51,10,0.37,51,1.89,5,0.19,53,1.96,-,-,1,0.04,-,-,2,0.67,1,0.13,-,-,2,0.25,-,-,4,0.5
Fukuoka,30355,153.31,405,3.38,179,1.49,1090,9.08,5745,47.88,100,0.83,233,1.94,7,0.06,326,2.72,254,2.12,24,0.2,-,-,30,1.15,2,0.13,1,0.07,-,-,-,-,1,0.07
Saga,5051,129.51,129,5.61,45,1.96,52,2.26,544,23.65,5,0.22,52,2.26,1,0.04,82,3.57,68,2.96,4,0.17,-,-,2,0.5,2,0.33,1,0.17,-,-,-,-,1,0.17
Nagasaki,7787,111.24,268,6.09,43,0.98,687,15.61,1595,36.25,38,0.86,87,1.98,5,0.11,80,1.82,34,0.77,16,0.36,7,0.88,21,2.63,-,-,-,-,1,0.08,-,-,-,-
Kumamoto,5611,70.14,423,8.46,61,1.22,68,1.36,2504,50.08,30,0.6,76,1.52,-,-,163,3.26,180,3.6,15,0.3,-,-,28,3.11,2,0.13,2,0.13,-,-,-,-,-,-
Oita,6065,104.57,13,0.36,45,1.25,78,2.17,3133,87.03,17,0.47,11,0.31,8,0.22,104,2.89,49,1.36,18,0.5,-,-,17,3.4,-,-,1,0.09,2,0.18,-,-,-,-
Miyazaki,7952,139.51,73,2.09,96,2.74,100,2.86,3261,93.17,23,0.66,27,0.77,1,0.03,103,2.94,77,2.2,16,0.46,-,-,26,4.33,-,-,1,0.14,-,-,-,-,-,-
Kagoshima,5802,63.76,282,5.22,172,3.19,103,1.91,3340,61.85,30,0.56,119,2.2,8,0.15,120,2.22,67,1.24,19,0.35,2,0.29,20,2.86,-,-,-,-,-,-,-,-,-,-
