"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31st week, 2024",,,,,,"Data collected as of August 7, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1154018,233.89,93718,29.9,80032,25.54,364675,116.36,454239,144.94,15943,5.09,293224,93.56,4638,1.48,24692,7.88,50588,16.14,4132,1.32,441,0.63,12528,18.03,284,0.59,359,0.75,3624,7.55,27,0.06,239,0.5,1137290,230.5
Hokkaido,57520,257.94,4667,34.07,8639,63.06,29799,217.51,14334,104.63,880,6.42,4604,33.61,15,0.11,520,3.8,1482,10.82,100,0.73,1,0.03,169,5.83,4,0.18,5,0.23,51,2.32,-,-,18,0.82,47060,211.03
Aomori,10436,179.93,485,13.47,935,25.97,3182,88.39,3604,100.11,240,6.67,1669,46.36,144,4,303,8.42,400,11.11,33,0.92,1,0.1,77,7.7,3,0.5,2,0.33,107,17.83,-,-,-,-,11181,192.78
Iwate,12034,194.1,982,25.18,2374,60.87,3746,96.05,6193,158.79,171,4.38,1613,41.36,143,3.67,425,10.9,312,8,59,1.51,1,0.07,173,12.36,4,0.21,8,0.42,67,3.53,-,-,8,0.42,16543,266.82
Miyagi,23694,263.27,1708,31.63,1933,35.8,6193,114.69,7252,134.3,252,4.67,3113,57.65,14,0.26,486,9,498,9.22,74,1.37,1,0.08,133,11.08,3,0.3,6,0.6,17,1.7,1,0.1,2,0.2,24382,270.91
Akita,8096,158.75,235,7.12,638,19.33,2497,75.67,2695,81.67,161,4.88,843,25.55,12,0.36,157,4.76,177,5.36,6,0.18,4,0.67,66,11,1,0.13,-,-,1,0.13,-,-,2,0.25,10934,214.39
Yamagata,11950,284.52,890,32.96,1587,58.78,6783,251.22,4089,151.44,138,5.11,982,36.37,16,0.59,312,11.56,302,11.19,27,1,-,-,69,8.63,-,-,-,-,4,0.4,-,-,3,0.3,9340,222.38
Fukushima,16802,204.9,1772,36.16,1897,38.71,6008,122.61,5318,108.53,295,6.02,3374,68.86,33,0.67,548,11.18,453,9.24,46,0.94,8,0.62,233,17.92,5,0.71,1,0.14,46,6.57,2,0.29,6,0.86,20936,255.32
Ibaraki,26725,222.71,1140,15.2,1508,20.11,12237,163.16,8625,115,225,3,4800,64,87,1.16,341,4.55,1014,13.52,99,1.32,2,0.13,755,47.19,1,0.08,12,0.92,120,9.23,-,-,2,0.15,34678,288.98
