"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"39th week, 2025",,,,,,"Data collected as of October 1, 2025"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,210468,54.7,,,,
Hokkaido,9193,54.72,,,,
Aomori,2689,51.71,,,,
Iwate,3338,81.41,,,,
Miyagi,4061,73.84,,,,
Akita,1211,48.44,,,,
Yamagata,2572,67.68,,,,
Fukushima,3003,62.56,,,,
Ibaraki,4430,65.15,,,,
Tochigi,3740,79.57,,,,
Gunma,3914,86.98,,,,
Saitama,13657,78.04,,,,
Chiba,10822,58.82,,,,
Tokyo,22023,52.69,,,,
Kanagawa,15188,63.28,,,,
Niigata,3087,59.37,,,,
Toyama,2984,62.17,,,,
Ishikawa,2555,54.36,,,,
Fukui,1339,34.33,,,,
Yamanashi,1152,32.91,,,,
Nagano,4095,50.56,,,,
Gifu,1590,35.33,,,,
Shizuoka,6651,47.85,,,,
Aichi,10908,66.92,,,,
Mie,3232,46.17,,,,
Shiga,2812,48.48,,,,
Kyoto,3384,53.71,,,,
Osaka,10130,34.81,,,,
Hyogo,7735,47.16,,,,
Nara,1626,38.71,,,,
Wakayama,1628,36.18,,,,
Tottori,1601,55.21,,,,
Shimane,1109,55.45,,,,
Okayama,2745,54.9,,,,
Hiroshima,4714,50.15,,,,
Yamaguchi,3748,59.49,,,,
Tokushima,1415,41.62,,,,
Kagawa,1869,46.73,,,,
Ehime,2676,72.32,,,,
Kochi,1497,39.39,,,,
Fukuoka,6143,50.35,,,,
Saga,1124,46.83,,,,
Nagasaki,3323,65.16,,,,
Kumamoto,3552,49.33,,,,
Oita,3699,63.78,,,,
Miyazaki,1247,44.54,,,,
Kagoshima,3306,58,,,,
Okinawa,1951,43.36,,,,
