Table 1. Provisional cases of notifiable diseases by prefecture in Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39th week, 2025",,"Data collected as of October 1, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Ebola hemorrhagic fever,,Crimean-Congo hemorrhagic fever,,Smallpox,,South American hemorrhagic fever,,Plague,,Marburg disease,,Lassa fever,,Acute poliomyelitis,,Tuberculosis,,Diphtheria,,Severe Acute Respiratory Syndrome(SARS),,Middle East Respiratory Syndrome Coronavirus,,Avian influenza H5N1,,Avian influenza H7N9,,Cholera,,Shigellosis,,Enterohemorrhagic Escherichia coli infection,,Typhoid fever,,Paratyphoid fever,,Hepatitis E,,West Nile fever,,Hepatitis A,,Echinococcosis,,Mpox,,Yellow fever,,Psittacosis,,Omsk hemorrhagic fever,,Relapsing fever,,Kyasanur forest disease,,Q fever,,Rabies,,Coccidioidomycosis,,Zika virus infection,,Severe Fever with Thrombocytopenia Syndrome(SFTS),,Hemorrhagic fever with renal syndrome,,Western equine encephalitis,,Tick-borne encephalitis,,Anthrax,,Chikungunya fever,,Scrub typhus(Tsutsugamushi disease),,Dengue fever,,Eastern equine encephalitis,,Avian influenza (exclud. Avian influenza both H5N1 and H7N9),,Nipah virus infection,,Japanese spotted fever,,Japanese encephalitis,,Hantavirus pulmonary syndrome,,Herpes B virus infection,,Glanders,,Brucellosis,,Venezuelan equine encephalitis,,Hendra virus infection,,Epidemic typhus,,Botulism,,Malaria,,Tularemia,,Lyme disease,,Lyssavirus infection(excluding rabies),,Rift valley fever,,Melioidosis,,Legionellosis,,Leptospirosis,,Rocky mountain spotted fever,,Amebiasis,,Viral hepatitis(excluding hepatitis A and E),,Carbapenem-resistant Enterobacterales infection,,Acute Flaccid Paralysis (excluding Acute poliomyelitis),,Acute encephalitis(excluding JE and WNE),,Cryptosporidiosis,,Creutzfeldt-Jakob disease,,Severe invasive streptococcal infections(TSLS),,Acquired immunodeficiency syndrome (AIDS),,Giardiasis,,Invasive haemophilus influenzae infection,,Invasive meningococcal infection,,Invasive streptococcal pneumoniae infection,,Varicella (limited to hospiltalized case),,Congenital rubella syndrome,,Syphilis,,Disseminated cryptococcal infection,,Tetanus,,Vancomycin-resistant S. aureus infection,,Vancomycin-resistant Enterococcus infection,,Pertussis,,Rubella,,Measles,,Multiple drug-resistant Acinetobacter infection,
,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025
Total No.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,10511,0,0,0,0,0,0,0,0,0,0,0,3,1,42,96,3074,0,24,0,7,6,431,0,0,6,104,0,23,1,5,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,6,0,0,4,165,0,0,0,0,0,2,0,0,0,19,0,107,4,124,0,0,0,0,0,0,14,479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19,0,0,0,16,0,0,0,0,0,1,55,1753,8,30,0,0,4,340,2,182,18,945,1,25,12,407,0,19,3,137,15,1063,13,633,0,30,4,525,0,66,12,2679,7,513,0,0,147,10431,2,128,0,74,0,0,0,64,1001,79279,0,10,1,229,0,8
Hokkaido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,405,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,136,0,0,0,0,2,42,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,43,0,1,0,0,0,13,0,8,1,50,0,2,1,20,0,6,0,6,2,46,1,19,0,0,0,19,0,1,0,70,0,14,0,0,8,419,0,3,0,3,0,0,0,2,44,2342,0,0,0,1,0,0
Aomori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,3,0,5,0,1,0,0,0,3,0,0,0,14,0,0,0,0,1,17,0,0,0,1,0,0,0,0,6,717,0,0,0,0,0,0
Iwate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,68,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,0,6,0,0,0,1,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,14,1,4,0,0,1,30,0,0,0,1,0,0,0,0,12,1391,0,0,0,0,0,0
Miyagi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,138,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,87,0,1,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,0,0,0,0,0,5,0,3,1,16,0,1,0,11,0,0,1,3,1,18,0,3,0,0,0,7,0,3,0,30,0,9,0,0,2,159,0,2,0,3,0,0,0,1,37,2312,0,0,0,2,0,0
Akita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,4,0,7,0,1,0,0,0,4,0,0,0,16,0,13,0,0,0,17,0,1,0,0,0,0,0,0,7,1035,0,1,0,0,0,0
Yamagata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,1,0,0,1,3,0,0,1,3,0,0,0,3,0,6,0,0,0,1,0,5,0,0,0,23,0,5,0,0,0,36,0,0,0,0,0,0,0,0,13,937,0,0,0,0,0,0
Fukushima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,0,0,0,17,0,0,0,1,0,0,0,6,0,27,0,3,0,0,0,7,0,1,0,32,0,5,0,0,1,104,0,4,0,1,0,0,0,0,21,1073,0,0,0,0,0,0
Ibaraki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,0,1,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,59,0,0,0,0,0,6,0,3,0,14,0,0,1,13,0,1,0,0,1,14,0,15,0,0,0,12,0,1,0,71,0,16,0,0,4,228,0,4,0,2,0,0,0,0,41,2873,0,0,0,22,0,0
