"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"17th week, 2026",,,,,,"Data collected as of April 30, 2026"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,210290,56.35,,,,
Hokkaido,8682,52.3,,,,
Aomori,2632,50.62,,,,
Iwate,3542,84.33,,,,
Miyagi,4048,73.6,,,,
Akita,925,37,,,,
Yamagata,2504,65.89,,,,
Fukushima,3096,64.5,,,,
Ibaraki,4070,60.75,,,,
Tochigi,3604,76.68,,,,
Gunma,3771,83.8,,,,
Saitama,13590,77.66,,,,
Chiba,12075,66.71,,,,
Tokyo,24483,58.71,,,,
Kanagawa,16600,69.75,,,,
Niigata,3005,57.79,,,,
Toyama,3399,70.81,,,,
Ishikawa,2764,58.81,,,,
Fukui,1414,36.26,,,,
Yamanashi,1306,37.31,,,,
Nagano,3472,69.44,,,,
Gifu,1794,39.87,,,,
Shizuoka,4747,42.38,,,,
Aichi,11099,68.09,,,,
Mie,2567,37.2,,,,
Shiga,1955,50.13,,,,
Kyoto,3361,55.1,,,,
Osaka,11385,39.67,,,,
Hyogo,8172,50.44,,,,
Nara,1833,43.64,,,,
Wakayama,1782,39.6,,,,
Tottori,1484,51.17,,,,
Shimane,1170,58.5,,,,
Okayama,2954,59.08,,,,
Hiroshima,4640,49.89,,,,
Yamaguchi,3646,59.77,,,,
Tokushima,1067,32.33,,,,
Kagawa,794,34.52,,,,
Ehime,2482,65.32,,,,
Kochi,1139,29.97,,,,
Fukuoka,6543,53.63,,,,
Saga,1305,54.38,,,,
Nagasaki,2883,56.53,,,,
Kumamoto,3705,52.18,,,,
Oita,2899,49.98,,,,
Miyazaki,1122,40.07,,,,
Kagoshima,2693,47.25,,,,
Okinawa,2087,47.43,,,,
