"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"52nd week, 2025",,,,,,"Data collected as of January 6, 2025"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,281298,73.43,,,,
Hokkaido,11095,66.44,,,,
Aomori,2960,56.92,,,,
Iwate,3850,91.67,,,,
Miyagi,4605,83.73,,,,
Akita,1380,55.2,,,,
Yamagata,3105,81.71,,,,
Fukushima,3396,70.75,,,,
Ibaraki,5846,87.25,,,,
Tochigi,4345,92.45,,,,
Gunma,4736,105.24,,,,
Saitama,17515,99.52,,,,
Chiba,15272,85.32,,,,
Tokyo,27578,66.29,,,,
Kanagawa,19376,82.45,,,,
Niigata,3647,70.13,,,,
Toyama,4099,89.11,,,,
Ishikawa,3360,71.49,,,,
Fukui,1695,43.46,,,,
Yamanashi,1848,52.8,,,,
Nagano,5831,72.89,,,,
Gifu,2404,53.42,,,,
Shizuoka,8436,60.69,,,,
Aichi,14220,87.24,,,,
Mie,4816,68.8,,,,
Shiga,3859,66.53,,,,
Kyoto,4906,79.13,,,,
Osaka,14420,49.72,,,,
Hyogo,11843,72.21,,,,
Nara,2071,49.31,,,,
Wakayama,2573,57.18,,,,
Tottori,2207,76.1,,,,
Shimane,1762,88.1,,,,
Okayama,3882,77.64,,,,
Hiroshima,6307,67.1,,,,
Yamaguchi,5294,84.03,,,,
Tokushima,2112,62.12,,,,
Kagawa,2961,74.03,,,,
Ehime,3352,90.59,,,,
Kochi,2690,70.79,,,,
Fukuoka,8842,72.48,,,,
Saga,1704,71,,,,
Nagasaki,4242,83.18,,,,
Kumamoto,4999,69.43,,,,
Oita,5174,89.21,,,,
Miyazaki,2686,95.93,,,,
Kagoshima,5194,91.12,,,,
Okinawa,2803,62.29,,,,
