"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"23rd week, 2025",,,,,,"Data collected as of June 11, 2025"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,231814,60.24,,,,
Hokkaido,9689,57.67,,,,
Aomori,3188,61.31,,,,
Iwate,3957,96.51,,,,
Miyagi,4353,80.61,,,,
Akita,1535,61.4,,,,
Yamagata,2856,75.16,,,,
Fukushima,3501,72.94,,,,
Ibaraki,4875,71.69,,,,
Tochigi,3704,78.81,,,,
Gunma,3759,83.53,,,,
Saitama,14376,82.62,,,,
Chiba,12774,70.19,,,,
Tokyo,24475,58.55,,,,
Kanagawa,17852,73.77,,,,
Niigata,3382,65.04,,,,
Toyama,3317,69.1,,,,
Ishikawa,2635,56.06,,,,
Fukui,1480,37.95,,,,
Yamanashi,1307,37.34,,,,
Nagano,4639,57.27,,,,
Gifu,1733,38.51,,,,
Shizuoka,6537,47.37,,,,
Aichi,10669,65.45,,,,
Mie,2875,41.67,,,,
Shiga,3132,54,,,,
Kyoto,3490,54.53,,,,
Osaka,11714,40.12,,,,
Hyogo,8457,51.57,,,,
Nara,1917,46.76,,,,
Wakayama,1958,43.51,,,,
Tottori,1913,65.97,,,,
Shimane,1227,61.35,,,,
Okayama,2964,59.28,,,,
Hiroshima,5050,53.16,,,,
Yamaguchi,4742,75.27,,,,
Tokushima,1559,45.85,,,,
Kagawa,1935,48.38,,,,
Ehime,3196,84.11,,,,
Kochi,1730,45.53,,,,
Fukuoka,6307,51.7,,,,
Saga,1444,60.17,,,,
Nagasaki,3435,67.35,,,,
Kumamoto,4083,55.93,,,,
Oita,3622,62.45,,,,
Miyazaki,1344,48,,,,
Kagoshima,4408,77.33,,,,
Okinawa,2719,60.42,,,,
