"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23rd week, 2025",,,,,,"Data collected as of June 11, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,613764,137.46,50592,18.08,21578,7.71,144433,51.62,477665,170.72,21072,7.53,5757,2.06,63874,22.83,15284,5.46,1704,0.61,3046,1.09,747,1.08,12560,18.18,218,0.45,289,0.6,4804,10.01,46,0.1,1603,3.34,366470,82.08
Hokkaido,25684,129.72,2915,24.09,1205,9.96,10127,83.69,10097,83.45,1340,11.07,452,3.74,5072,41.92,425,3.51,34,0.28,112,0.93,5,0.18,146,5.21,2,0.09,10,0.43,215,9.35,2,0.09,46,2,20277,102.41
Aomori,6681,121.47,367,10.49,295,8.43,862,24.63,3525,100.71,530,15.14,128,3.66,1566,44.74,204,5.83,6,0.17,29,0.83,1,0.11,21,2.33,3,0.5,10,1.67,176,29.33,-,-,3,0.5,4983,90.6
Iwate,10153,188.02,445,13.09,339,9.97,2442,71.82,5909,173.79,230,6.76,120,3.53,990,29.12,252,7.41,9,0.26,30,0.88,1,0.07,157,11.21,10,0.53,7,0.37,163,8.58,-,-,19,1,5955,110.28
Miyagi,12537,164.96,671,14.91,472,10.49,2599,57.76,5758,127.96,329,7.31,84,1.87,1831,40.69,251,5.58,4,0.09,66,1.47,4,0.33,158,13.17,3,0.3,5,0.5,76,7.6,1,0.1,16,1.6,8356,109.95
Akita,4290,107.25,140,5.83,152,6.33,966,40.25,2137,89.04,150,6.25,64,2.67,265,11.04,75,3.13,9,0.38,9,0.38,18,3,50,8.33,2,0.25,-,-,139,17.38,-,-,9,1.13,3251,81.28
Yamagata,6477,166.08,430,17.2,261,10.44,1576,63.04,3298,131.92,286,11.44,188,7.52,1411,56.44,189,7.56,13,0.52,26,1.04,-,-,106,15.14,2,0.2,3,0.3,115,11.5,-,-,28,2.8,3032,77.74
Fukushima,12018,176.74,791,19.78,403,10.08,1954,48.85,4582,114.55,434,10.85,72,1.8,2203,55.08,227,5.68,3,0.08,50,1.25,5,0.38,727,55.92,3,0.43,1,0.14,55,7.86,-,-,23,3.29,8855,130.22
Ibaraki,17307,176.6,725,12.29,412,6.98,6548,110.98,9477,160.63,383,6.49,82,1.39,1600,27.12,230,3.9,30,0.51,52,0.88,6,0.38,1183,73.94,6,0.46,3,0.23,125,9.62,-,-,8,0.62,13162,134.31
Tochigi,10302,163.52,660,16.92,226,5.79,2508,64.31,5311,136.18,190,4.87,85,2.18,2378,60.97,269,6.9,8,0.21,42,1.08,3,0.27,281,25.55,6,0.86,4,0.57,45,6.43,-,-,19,2.71,7263,115.29
