"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"26th week, 2026",,,,,,"Data collected as of July 1, 2026"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,176883,47.47,,,,
Hokkaido,6338,38.18,,,,
Aomori,2053,39.48,,,,
Iwate,2431,59.29,,,,
Miyagi,3092,56.22,,,,
Akita,917,36.68,,,,
Yamagata,1806,47.53,,,,
Fukushima,2605,54.27,,,,
Ibaraki,3362,49.44,,,,
Tochigi,2879,61.26,,,,
Gunma,2904,64.53,,,,
Saitama,11733,67.43,,,,
Chiba,9813,55.13,,,,
Tokyo,20431,48.88,,,,
Kanagawa,13881,57.36,,,,
Niigata,1911,36.75,,,,
Toyama,2640,55,,,,
Ishikawa,2127,45.26,,,,
Fukui,993,25.46,,,,
Yamanashi,1035,29.57,,,,
Nagano,2548,50.96,,,,
Gifu,1573,34.96,,,,
Shizuoka,4068,37.67,,,,
Aichi,9192,56.39,,,,
Mie,2172,31.48,,,,
Shiga,1524,39.08,,,,
Kyoto,2626,43.05,,,,
Osaka,9226,32.37,,,,
Hyogo,6982,43.1,,,,
Nara,1459,34.74,,,,
Wakayama,1528,33.96,,,,
Tottori,1363,47,,,,
Shimane,939,46.95,,,,
Okayama,2339,46.78,,,,
Hiroshima,3793,40.78,,,,
Yamaguchi,3521,57.72,,,,
Tokushima,943,28.58,,,,
Kagawa,819,35.61,,,,
Ehime,2419,63.66,,,,
Kochi,1099,29.7,,,,
Fukuoka,6521,53.45,,,,
Saga,1229,51.21,,,,
Nagasaki,2780,54.51,,,,
Kumamoto,3591,50.58,,,,
Oita,3135,54.05,,,,
Miyazaki,1251,44.68,,,,
Kagoshima,3329,58.4,,,,
Okinawa,1963,44.61,,,,
