"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"24th week, 2026",,,,,,"Data collected as of June 17, 2026"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,173896,47.05,,,,
Hokkaido,6954,41.89,,,,
Aomori,2285,44.8,,,,
Iwate,2800,66.67,,,,
Miyagi,3447,62.67,,,,
Akita,806,32.24,,,,
Yamagata,2019,53.13,,,,
Fukushima,2677,55.77,,,,
Ibaraki,3718,54.68,,,,
Tochigi,2780,59.15,,,,
Gunma,3057,67.93,,,,
Saitama,11136,64.37,,,,
Chiba,9631,54.11,,,,
Tokyo,19155,45.83,,,,
Kanagawa,13387,56.01,,,,
Niigata,2061,39.63,,,,
Toyama,2801,58.35,,,,
Ishikawa,2202,46.85,,,,
Fukui,1016,26.05,,,,
Yamanashi,946,27.03,,,,
Nagano,2757,55.14,,,,
Gifu,1567,34.82,,,,
Shizuoka,3107,38.36,,,,
Aichi,8599,52.75,,,,
Mie,2183,31.64,,,,
Shiga,1595,40.9,,,,
Kyoto,2796,44.38,,,,
Osaka,9564,33.56,,,,
Hyogo,6921,42.72,,,,
Nara,1485,35.36,,,,
Wakayama,1494,33.2,,,,
Tottori,1224,42.21,,,,
Shimane,846,42.3,,,,
Okayama,2298,45.96,,,,
Hiroshima,3890,41.83,,,,
Yamaguchi,3113,51.03,,,,
Tokushima,908,27.52,,,,
Kagawa,727,31.61,,,,
Ehime,2219,58.39,,,,
Kochi,1025,27.7,,,,
Fukuoka,6155,50.45,,,,
Saga,1153,48.04,,,,
Nagasaki,2875,57.5,,,,
Kumamoto,4041,56.92,,,,
Oita,2624,45.24,,,,
Miyazaki,993,35.46,,,,
Kagoshima,2786,48.88,,,,
Okinawa,2073,47.11,,,,
