報告数・累積報告数、疾病・都道府県別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025年27週(06月30日～07月06日),2025年07月09日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,エボラ出血熱,,クリミア・コンゴ出血熱,,痘そう,,南米出血熱,,ペスト,,マールブルグ病,,ラッサ熱,,急性灰白髄炎,,結核,,ジフテリア,,重症急性呼吸器症候群,,中東呼吸器症候群,,鳥インフルエンザ（Ｈ５Ｎ１）,,鳥インフルエンザ（Ｈ７Ｎ９）,,コレラ,,細菌性赤痢,,腸管出血性大腸菌感染症,,腸チフス,,パラチフス,,Ｅ型肝炎,,ウエストナイル熱,,Ａ型肝炎,,エキノコックス症,,エムポックス,,黄熱,,オウム病,,オムスク出血熱,,回帰熱,,キャサヌル森林病,,Ｑ熱,,狂犬病,,コクシジオイデス症,,ジカウイルス感染症,,重症熱性血小板減少症候群,,腎症候性出血熱,,西部ウマ脳炎,,ダニ媒介脳炎,,炭疽,,チクングニア熱,,つつが虫病,,デング熱,,東部ウマ脳炎,,鳥インフルエンザ(Ｈ５Ｎ１を除く）,,ニパウイルス感染症,,日本紅斑熱,,日本脳炎,,ハンタウイルス肺症候群,,Ｂウイルス病,,鼻疽,,ブルセラ症,,ベネズエラウマ脳炎,,ヘンドラウイルス感染症,,発しんチフス,,ボツリヌス症,,マラリア,,野兎病,,ライム病,,リッサウイルス感染症,,リフトバレー熱,,類鼻疽,,レジオネラ症,,レプトスピラ症,,ロッキー山紅斑熱,,アメーバ赤痢,,ウイルス性肝炎,,カルバペネム耐性腸内細菌目細菌感染症,,急性弛緩性麻痺,,急性脳炎,,クリプトスポリジウム症,,クロイツフェルト・ヤコブ病,,劇症型溶血性レンサ球菌感染症,,後天性免疫不全症候群,,ジアルジア症,,侵襲性インフルエンザ菌感染症,,侵襲性髄膜炎菌感染症,,侵襲性肺炎球菌感染症,,水痘（入院例）,,先天性風しん症候群,,梅毒,,播種性クリプトコックス症,,破傷風,,バンコマイシン耐性黄色ブドウ球菌感染症,,バンコマイシン耐性腸球菌感染症,,百日咳,,風しん,,麻しん,,薬剤耐性アシネトバクター感染症,
,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積
総数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,7020,0,0,0,0,0,0,0,0,0,0,0,3,1,25,91,1027,1,16,0,3,12,314,0,0,2,76,0,14,0,1,0,0,1,8,0,0,0,4,0,0,0,0,0,0,2,4,0,0,6,99,0,0,0,0,0,2,0,0,0,9,1,96,2,71,0,0,0,0,0,0,11,244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,12,0,0,0,5,0,0,0,0,0,1,45,1125,1,3,0,0,6,241,2,123,13,707,0,13,4,296,0,14,2,88,14,800,14,424,2,17,6,410,2,53,33,2316,12,358,0,0,199,7167,3,90,2,36,0,0,2,50,3578,43728,0,7,7,175,0,4
北海道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,270,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52,0,0,0,0,1,29,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,22,0,0,0,0,1,12,0,6,0,40,0,1,0,14,0,4,0,3,0,30,0,14,0,0,0,11,0,1,1,57,2,11,0,0,4,297,0,2,1,2,0,0,0,2,126,1116,0,0,0,1,0,0
青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,3,0,5,0,1,0,0,0,3,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,0,0,0,18,518,0,0,0,0,0,0
岩手県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,11,0,3,0,0,1,23,0,0,0,0,0,0,0,0,63,927,0,0,0,0,0,0
宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,3,0,2,0,12,0,1,0,9,0,0,0,2,1,15,0,2,0,0,0,7,0,1,0,28,1,6,0,0,3,105,0,1,0,2,0,0,0,0,88,782,0,0,0,2,0,0
秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,1,3,0,5,0,1,0,0,0,2,0,0,1,14,1,10,0,0,0,13,0,0,0,0,0,0,0,0,54,710,0,1,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,2,0,0,0,1,0,5,0,0,1,19,0,3,0,0,0,28,0,0,0,0,0,0,0,0,40,586,0,0,0,0,0,0
福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,3,0,0,0,9,0,0,0,1,0,0,0,3,0,21,0,3,0,0,1,4,0,1,0,27,0,4,0,0,3,71,0,2,0,0,0,0,0,0,81,531,0,0,0,0,0,0
茨城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,1,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,43,0,0,0,0,0,3,0,3,0,11,0,0,0,11,0,0,0,0,0,11,0,10,0,0,0,9,0,1,1,62,0,13,0,0,3,157,1,3,0,2,0,0,0,0,165,1285,0,0,0,22,0,0
