"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19th week, 2023",,,,,,"Data collected as of May 17, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,6648,1.36,3243,1.04,1443,0.46,3152,1.01,16528,5.28,344,0.11,576,0.18,62,0.02,1143,0.36,1034,0.33,122,0.04,12,0.02,274,0.39,6,0.01,7,0.01,20,0.04,-,-,3,0.01,12922,2.63
Hokkaido,278,1.26,277,2.02,77,0.56,185,1.35,364,2.66,14,0.1,1,0.01,4,0.03,26,0.19,3,0.02,3,0.02,-,-,3,0.1,-,-,-,-,1,0.04,-,-,-,-,964,4.36
Aomori,147,2.45,26,0.68,13,0.34,13,0.34,111,2.92,1,0.03,6,0.16,-,-,8,0.21,-,-,1,0.03,-,-,1,0.1,-,-,-,-,5,0.83,-,-,-,-,196,3.27
Iwate,82,1.3,26,0.65,2,0.05,46,1.15,147,3.68,2,0.05,-,-,-,-,16,0.4,-,-,-,-,-,-,10,0.71,1,0.05,1,0.05,1,0.05,-,-,1,0.05,196,3.11
Miyagi,289,3.28,31,0.57,13,0.24,23,0.43,249,4.61,8,0.15,2,0.04,3,0.06,21,0.39,3,0.06,1,0.02,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-,280,3.18
Akita,140,2.69,10,0.29,1,0.03,14,0.41,86,2.53,4,0.12,1,0.03,-,-,5,0.15,1,0.03,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159,3.06
Yamagata,185,4.3,7,0.25,5,0.18,8,0.29,101,3.61,1,0.04,-,-,-,-,20,0.71,-,-,-,-,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-,137,3.19
Fukushima,170,2.07,37,0.76,22,0.45,46,0.94,113,2.31,1,0.02,-,-,3,0.06,25,0.51,2,0.04,3,0.06,-,-,4,0.31,-,-,-,-,1,0.14,-,-,-,-,258,3.15
Ibaraki,67,0.56,12,0.16,36,0.48,85,1.13,266,3.55,10,0.13,28,0.37,1,0.01,17,0.23,8,0.11,-,-,-,-,21,1.24,-,-,-,-,1,0.08,-,-,-,-,325,2.71
Tochigi,71,0.93,16,0.33,6,0.13,29,0.6,70,1.46,1,0.02,1,0.02,-,-,17,0.35,12,0.25,3,0.06,-,-,3,0.25,-,-,1,0.14,-,-,-,-,-,-,201,2.64
Gunma,282,3.24,20,0.37,26,0.48,22,0.41,196,3.63,4,0.07,7,0.13,-,-,36,0.67,-,-,3,0.06,1,0.07,10,0.71,-,-,-,-,-,-,-,-,-,-,210,2.41
Saitama,335,1.29,122,0.75,91,0.56,150,0.92,1129,6.93,24,0.15,46,0.28,3,0.02,74,0.45,11,0.07,10,0.06,1,0.02,12,0.29,-,-,1,0.09,-,-,-,-,-,-,783,3.02
Chiba,237,1.14,65,0.5,63,0.48,125,0.96,732,5.63,5,0.04,18,0.14,3,0.02,47,0.36,26,0.2,10,0.08,-,-,16,0.46,-,-,-,-,-,-,-,-,-,-,640,3.08
Tokyo,397,0.96,95,0.36,122,0.47,293,1.12,1532,5.87,49,0.19,44,0.17,8,0.03,114,0.44,64,0.25,9,0.03,2,0.05,10,0.26,-,-,-,-,1,0.04,-,-,-,-,994,2.4
Kanagawa,270,0.75,57,0.25,68,0.3,210,0.92,1002,4.38,23,0.1,31,0.14,6,0.03,81,0.35,27,0.12,15,0.07,2,0.04,43,0.86,-,-,-,-,-,-,-,-,-,-,838,2.33
Niigata,474,5.64,63,1.17,14,0.26,54,1,278,5.15,4,0.07,3,0.06,-,-,11,0.2,4,0.07,3,0.06,1,0.1,1,0.1,-,-,-,-,2,0.15,-,-,-,-,361,4.3
Toyama,13,0.27,30,1.03,29,1,68,2.34,245,8.45,6,0.21,8,0.28,-,-,8,0.28,9,0.31,-,-,-,-,5,0.71,-,-,-,-,1,0.2,-,-,-,-,200,4.17
Ishikawa,10,0.21,31,1.07,17,0.59,22,0.76,237,8.17,-,-,15,0.52,1,0.03,14,0.48,32,1.1,2,0.07,-,-,2,0.29,-,-,1,0.2,1,0.2,-,-,-,-,235,4.9
Fukui,13,0.33,64,2.56,24,0.96,26,1.04,123,4.92,3,0.12,12,0.48,-,-,9,0.36,23,0.92,3,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,1.87
Yamanashi,25,0.61,2,0.08,-,-,5,0.21,93,3.88,1,0.04,-,-,-,-,5,0.21,-,-,-,-,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-,173,4.22
Nagano,127,1.44,11,0.2,11,0.2,13,0.24,358,6.63,8,0.15,1,0.02,-,-,10,0.19,3,0.06,-,-,4,0.4,13,1.3,-,-,-,-,-,-,-,-,-,-,321,3.65
Gifu,74,0.85,59,1.11,29,0.55,35,0.66,311,5.87,1,0.02,2,0.04,1,0.02,15,0.28,2,0.04,1,0.02,-,-,1,0.09,-,-,-,-,-,-,-,-,-,-,301,3.46
Shizuoka,129,0.93,46,0.52,30,0.34,41,0.46,408,4.58,15,0.17,26,0.29,4,0.04,37,0.42,16,0.18,1,0.01,-,-,4,0.18,-,-,-,-,-,-,-,-,-,-,290,2.09
Aichi,266,1.36,122,0.67,59,0.32,139,0.76,1084,5.96,11,0.06,20,0.11,5,0.03,40,0.22,28,0.15,4,0.02,-,-,3,0.09,-,-,-,-,-,-,-,-,-,-,667,3.42
Mie,191,2.65,37,0.82,20,0.44,21,0.47,318,7.07,7,0.16,2,0.04,3,0.07,12,0.27,5,0.11,1,0.02,-,-,-,-,1,0.11,-,-,-,-,-,-,-,-,156,2.17
