"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31st week, 2025",,,,,,"Data collected as of August 6, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1153,0.3,1629,0.69,1041,0.44,4221,1.79,11236,4.77,722,0.31,1474,0.63,4583,1.95,795,0.34,4517,1.92,104,0.04,9,0.01,630,0.9,12,0.02,41,0.09,478,0.99,1,0,1,0,21365,5.53
Hokkaido,15,0.09,37,0.37,59,0.58,204,2.02,288,2.85,28,0.28,240,2.38,216,2.14,22,0.22,210,2.08,2,0.02,-,-,3,0.11,-,-,-,-,18,0.78,-,-,-,-,292,1.75
Aomori,16,0.31,-,-,10,0.29,22,0.65,80,2.35,11,0.32,6,0.18,8,0.24,7,0.21,13,0.38,1,0.03,-,-,-,-,-,-,3,0.5,11,1.83,-,-,-,-,118,2.27
Iwate,13,0.32,18,0.67,14,0.52,30,1.11,161,5.96,2,0.07,43,1.59,49,1.81,12,0.44,6,0.22,-,-,-,-,4,0.29,-,-,2,0.11,11,0.58,-,-,-,-,169,4.12
Miyagi,67,1.22,47,1.52,6,0.19,60,1.94,127,4.1,4,0.13,19,0.61,75,2.42,12,0.39,42,1.35,1,0.03,-,-,5,0.42,1,0.1,-,-,21,2.1,-,-,-,-,204,3.71
Akita,6,0.24,-,-,3,0.23,10,0.77,28,2.15,2,0.15,2,0.15,38,2.92,3,0.23,21,1.62,-,-,1,0.14,4,0.57,-,-,-,-,40,5,-,-,-,-,104,4.16
Yamagata,30,0.77,35,1.35,11,0.42,42,1.62,161,6.19,6,0.23,9,0.35,157,6.04,11,0.42,59,2.27,-,-,-,-,-,-,-,-,-,-,21,2.1,-,-,-,-,118,3.03
Fukushima,7,0.15,58,2.07,11,0.39,59,2.11,98,3.5,7,0.25,37,1.32,81,2.89,11,0.39,13,0.46,4,0.14,-,-,3,0.23,-,-,-,-,6,0.86,-,-,-,-,156,3.25
Ibaraki,8,0.12,29,0.76,16,0.42,114,3,183,4.82,12,0.32,11,0.29,93,2.45,12,0.32,86,2.26,1,0.03,-,-,99,5.82,1,0.08,1,0.08,9,0.69,-,-,-,-,503,7.4
Tochigi,2,0.04,35,1.3,5,0.19,86,3.19,90,3.33,6,0.22,5,0.19,75,2.78,13,0.48,52,1.93,1,0.04,-,-,16,1.33,-,-,-,-,23,3.29,-,-,-,-,246,5.23
Gunma,14,0.31,21,0.84,12,0.48,33,1.32,232,9.28,5,0.2,5,0.2,92,3.68,12,0.48,44,1.76,1,0.04,-,-,22,1.57,-,-,-,-,28,3.11,-,-,-,-,158,3.51
Saitama,55,0.31,86,0.78,79,0.72,315,2.86,625,5.68,73,0.66,82,0.75,117,1.06,38,0.35,201,1.83,4,0.04,4,0.09,37,0.86,-,-,1,0.08,8,0.67,-,-,-,-,1386,7.92
Chiba,64,0.34,65,0.56,52,0.44,280,2.39,500,4.27,38,0.32,63,0.54,126,1.08,35,0.3,141,1.21,7,0.06,-,-,54,1.54,-,-,3,0.33,2,0.22,-,-,-,-,1546,8.27
Tokyo,176,0.42,163,0.62,79,0.3,528,2,1428,5.41,140,0.53,180,0.68,123,0.47,85,0.32,492,1.86,16,0.06,-,-,21,0.54,-,-,3,0.12,15,0.6,1,0.04,-,-,1866,4.45
Kanagawa,121,0.5,157,1.12,63,0.45,274,1.96,623,4.45,73,0.52,84,0.6,111,0.79,56,0.4,215,1.54,13,0.09,-,-,47,0.92,-,-,3,0.25,10,0.83,-,-,-,-,1749,7.29
Niigata,10,0.18,23,0.77,9,0.3,71,2.37,95,3.17,13,0.43,8,0.27,81,2.7,10,0.33,35,1.17,-,-,-,-,11,1.1,-,-,-,-,7,0.54,-,-,-,-,304,5.53
Toyama,4,0.08,3,0.1,12,0.41,92,3.17,157,5.41,13,0.45,9,0.31,99,3.41,11,0.38,53,1.83,-,-,-,-,4,0.57,-,-,-,-,1,0.2,-,-,-,-,154,3.21
Ishikawa,7,0.15,27,0.96,15,0.54,48,1.71,243,8.68,6,0.21,5,0.18,93,3.32,12,0.43,76,2.71,1,0.04,-,-,8,1.14,-,-,-,-,3,0.6,-,-,-,-,215,4.57
Fukui,6,0.15,14,0.56,19,0.76,31,1.24,146,5.84,5,0.2,9,0.36,55,2.2,11,0.44,92,3.68,2,0.08,-,-,-,-,-,-,-,-,7,1.17,-,-,-,-,127,3.26
Yamanashi,12,0.34,3,0.14,18,0.86,15,0.71,65,3.1,-,-,8,0.38,26,1.24,7,0.33,3,0.14,-,-,-,-,7,0.78,1,0.1,1,0.1,5,0.5,-,-,-,-,192,5.49
Nagano,12,0.15,8,0.16,5,0.1,57,1.12,240,4.71,16,0.31,20,0.39,111,2.18,18,0.35,58,1.14,3,0.06,-,-,9,0.9,-,-,-,-,8,0.67,-,-,-,-,340,4.2
Gifu,1,0.02,9,0.33,16,0.59,53,1.96,221,8.19,1,0.04,15,0.56,78,2.89,10,0.37,42,1.56,1,0.04,-,-,14,1.27,-,-,1,0.2,9,1.8,-,-,-,-,244,5.42
Shizuoka,19,0.14,64,0.72,29,0.33,93,1.04,346,3.89,14,0.16,29,0.33,245,2.75,40,0.45,117,1.31,6,0.07,-,-,15,0.68,-,-,-,-,5,0.5,-,-,-,-,730,5.25
Aichi,19,0.12,41,0.41,46,0.46,109,1.08,491,4.86,17,0.17,57,0.56,253,2.5,31,0.31,179,1.77,5,0.05,2,0.06,20,0.57,2,0.13,1,0.07,33,2.2,-,-,-,-,1118,6.86
Mie,13,0.19,45,1.02,19,0.43,76,1.73,192,4.36,5,0.11,29,0.66,136,3.09,8,0.18,175,3.98,-,-,-,-,6,0.5,-,-,-,-,2,0.22,-,-,-,-,304,4.34
Shiga,7,0.12,7,0.2,5,0.14,49,1.4,148,4.23,11,0.31,22,0.63,120,3.43,9,0.26,136,3.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,269,4.64
Kyoto,22,0.33,7,0.18,23,0.59,114,2.92,157,4.03,13,0.33,35,0.9,66,1.69,7,0.18,94,2.41,1,0.03,-,-,2,0.11,-,-,1,0.14,7,1,-,-,-,-,375,5.68
Osaka,69,0.24,164,0.89,81,0.44,223,1.21,697,3.77,45,0.24,106,0.57,444,2.4,54,0.29,515,2.78,7,0.04,-,-,28,0.54,1,0.06,1,0.06,9,0.5,-,-,1,0.06,1176,4.04
Hyogo,21,0.13,41,0.39,67,0.63,134,1.26,515,4.86,26,0.25,88,0.83,219,2.07,22,0.21,206,1.94,4,0.04,-,-,28,0.8,2,0.14,7,0.5,10,0.71,-,-,-,-,792,4.8
Nara,1,0.02,16,0.67,12,0.5,39,1.63,187,7.79,8,0.33,44,1.83,73,3.04,7,0.29,50,2.08,-,-,-,-,12,1.2,1,0.17,-,-,14,2.33,-,-,-,-,231,5.5
Wakayama,-,-,9,0.33,6,0.22,26,0.96,77,2.85,8,0.3,8,0.3,87,3.22,7,0.26,48,1.78,1,0.04,-,-,-,-,1,0.09,1,0.09,2,0.18,-,-,-,-,272,6.04
Tottori,3,0.1,9,0.47,9,0.47,53,2.79,95,5,6,0.32,1,0.05,21,1.11,3,0.16,44,2.32,-,-,-,-,1,0.2,-,-,1,0.2,6,1.2,-,-,-,-,96,3.31
Shimane,4,0.2,3,0.27,10,0.91,9,0.82,84,7.64,4,0.36,6,0.55,29,2.64,1,0.09,8,0.73,-,-,-,-,-,-,1,0.13,2,0.25,6,0.75,-,-,-,-,77,3.85
Okayama,8,0.16,14,0.5,8,0.29,18,0.64,121,4.32,6,0.21,18,0.64,34,1.21,10,0.36,79,2.82,4,0.14,-,-,1,0.08,-,-,-,-,10,2,-,-,-,-,226,4.52
Hiroshima,8,0.08,15,0.26,23,0.4,104,1.79,273,4.71,7,0.12,37,0.64,128,2.21,17,0.29,88,1.52,1,0.02,-,-,10,0.53,-,-,2,0.1,18,0.9,-,-,-,-,384,4.04
Yamaguchi,13,0.21,36,0.9,6,0.15,74,1.85,193,4.83,2,0.05,9,0.23,44,1.1,8,0.2,101,2.53,1,0.03,-,-,7,0.78,-,-,-,-,8,0.89,-,-,-,-,260,4.13
Tokushima,7,0.21,3,0.14,5,0.24,13,0.62,104,4.95,1,0.05,3,0.14,16,0.76,7,0.33,39,1.86,-,-,-,-,-,-,-,-,-,-,8,1.14,-,-,-,-,170,5
Kagawa,3,0.08,21,0.81,8,0.31,23,0.88,111,4.27,4,0.15,11,0.42,32,1.23,12,0.46,103,3.96,3,0.12,-,-,-,-,-,-,-,-,2,0.4,-,-,-,-,115,2.88
Ehime,10,0.26,14,0.67,21,1,101,4.81,186,8.86,3,0.14,4,0.19,44,2.1,12,0.57,48,2.29,-,-,-,-,24,3,1,0.17,-,-,6,1,-,-,-,-,148,3.89
Kochi,4,0.11,35,1.75,5,0.25,33,1.65,49,2.45,5,0.25,17,0.85,22,1.1,5,0.25,47,2.35,1,0.05,-,-,-,-,-,-,1,0.13,11,1.38,-,-,-,-,219,5.76
Fukuoka,46,0.38,123,1.76,42,0.6,170,2.43,415,5.93,26,0.37,28,0.4,241,3.44,34,0.49,51,0.73,4,0.06,1,0.04,14,0.54,-,-,1,0.07,12,0.8,-,-,-,-,894,7.33
Saga,17,0.71,14,1.17,6,0.5,36,3,50,4.17,4,0.33,1,0.08,29,2.42,10,0.83,12,1,-,-,-,-,2,0.5,-,-,1,0.17,6,1,-,-,-,-,210,8.75
Nagasaki,8,0.16,13,0.42,12,0.39,65,2.1,95,3.06,5,0.16,8,0.26,42,1.35,13,0.42,30,0.97,1,0.03,1,0.13,28,3.5,-,-,1,0.08,2,0.17,-,-,-,-,323,6.33
Kumamoto,12,0.17,7,0.15,13,0.27,37,0.77,226,4.71,8,0.17,13,0.27,84,1.75,21,0.44,152,3.17,3,0.06,-,-,10,1.11,-,-,-,-,24,1.6,-,-,-,-,690,9.58
Oita,6,0.1,8,0.22,24,0.67,61,1.69,283,7.86,12,0.33,6,0.17,146,4.06,19,0.53,52,1.44,1,0.03,-,-,5,1,-,-,-,-,1,0.09,-,-,-,-,405,6.98
Miyazaki,5,0.18,11,0.73,5,0.33,33,2.2,85,5.67,7,0.47,2,0.13,39,2.6,7,0.47,79,5.27,1,0.07,-,-,14,2.33,-,-,-,-,2,0.29,-,-,-,-,394,14.07
Kagoshima,5,0.09,32,1.03,29,0.94,51,1.65,162,5.23,8,0.26,17,0.55,39,1.26,14,0.45,103,3.32,-,-,-,-,2,0.29,-,-,2,0.17,11,0.92,-,-,-,-,723,12.68
Okinawa,177,3.93,39,1.56,13,0.52,53,2.12,103,4.12,6,0.24,15,0.6,46,1.84,9,0.36,7,0.28,2,0.08,-,-,33,3.67,-,-,1,0.14,-,-,-,-,-,-,573,12.73
