"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31st week, 2025",,,,,,"Data collected as of August 6, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,622564,144.51,58135,21.66,33128,12.34,187829,69.98,578374,215.49,29231,10.89,14957,5.57,103874,38.7,22125,8.24,26481,9.87,4424,1.65,853,1.23,17413,25.13,289,0.6,528,1.1,7733,16.11,67,0.14,1726,3.6,445470,103.41
Hokkaido,25770,135.63,3156,27.21,1935,16.68,12406,106.95,12621,108.8,1743,15.03,1304,11.24,8193,70.63,599,5.16,565,4.87,147,1.27,6,0.21,181,6.46,2,0.09,14,0.61,340,14.78,2,0.09,54,2.35,21432,112.8
Aomori,6746,124.93,394,11.26,358,10.23,1068,30.51,4264,121.83,647,18.49,161,4.6,1696,48.46,300,8.57,41,1.17,44,1.26,1,0.11,26,2.89,7,1.17,14,2.33,238,39.67,-,-,3,0.5,5448,100.89
Iwate,10219,200.37,532,16.63,461,14.41,2819,88.09,7283,227.59,282,8.81,327,10.22,1426,44.56,356,11.13,38,1.19,53,1.66,1,0.07,192,13.71,10,0.53,13,0.68,227,11.95,-,-,22,1.16,6444,126.35
Miyagi,12771,182.44,907,22.12,585,14.27,3241,79.05,6959,169.73,406,9.9,164,4,2587,63.1,315,7.68,134,3.27,83,2.02,4,0.33,210,17.5,4,0.4,7,0.7,165,16.5,1,0.1,16,1.6,9170,131
Akita,4304,119.56,141,6.71,187,8.9,1093,52.05,2400,114.29,183,8.71,89,4.24,619,29.48,98,4.67,80,3.81,10,0.48,19,3.17,63,10.5,2,0.25,-,-,426,53.25,-,-,9,1.13,3574,99.28
Yamagata,6635,170.13,690,27.6,401,16.04,2007,80.28,4511,180.44,359,14.36,279,11.16,2637,105.48,289,11.56,141,5.64,34,1.36,-,-,117,16.71,2,0.2,5,0.5,212,21.2,-,-,28,2.8,3381,86.69
Fukushima,12049,191.25,1037,28.03,552,14.92,2540,68.65,5650,152.7,530,14.32,185,5,2942,79.51,314,8.49,36,0.97,88,2.38,5,0.38,804,61.85,3,0.43,2,0.29,79,11.29,-,-,25,3.57,9450,150
Ibaraki,17426,193.62,828,15.33,605,11.2,7711,142.8,10999,203.69,477,8.83,141,2.61,2480,45.93,321,5.94,261,4.83,63,1.17,6,0.38,1699,106.19,9,0.69,7,0.54,200,15.38,1,0.08,8,0.62,15069,167.43
Tochigi,10368,175.73,787,21.86,293,8.14,3494,97.06,6097,169.36,238,6.61,143,3.97,3348,93,403,11.19,248,6.89,59,1.64,3,0.27,378,34.36,6,0.86,5,0.71,123,17.57,2,0.29,19,2.71,8162,138.34
Gunma,11477,188.15,801,22.25,470,13.06,1561,43.36,9840,273.33,371,10.31,139,3.86,2462,68.39,397,11.03,142,3.94,78,2.17,1,0.08,446,34.31,4,0.44,7,0.78,262,29.11,1,0.11,46,5.11,7346,120.43
Saitama,31757,153.42,2576,19.82,1847,14.21,13175,101.35,31581,242.93,3133,24.1,713,5.48,7506,57.74,1215,9.35,770,5.92,312,2.4,223,5.44,753,18.37,9,0.75,23,1.92,242,20.17,6,0.5,60,5,27436,132.54
Chiba,27057,141.66,1391,11.5,1116,9.22,11352,93.82,25541,211.08,1182,9.77,488,4.03,5722,47.29,847,7,572,4.73,293,2.42,18,0.53,1241,36.5,10,1.11,13,1.44,55,6.11,-,-,6,0.67,23996,125.63
Tokyo,32173,77.53,3010,11.53,2195,8.41,22147,84.85,62757,240.45,4701,18.01,1490,5.71,7584,29.06,2226,8.53,1977,7.57,532,2.04,18,0.47,611,16.08,23,0.92,28,1.12,254,10.16,25,1,98,3.92,26439,63.71
Kanagawa,30224,105.31,2758,15.76,1277,7.3,10716,61.23,35933,205.33,3558,20.33,705,4.03,6038,34.5,1334,7.62,823,4.7,379,2.17,26,0.53,1728,35.27,20,1.82,36,3.27,159,14.45,-,-,33,3,26746,93.19
Niigata,14762,213.94,1032,25.17,568,13.85,4159,101.44,5232,127.61,646,15.76,172,4.2,2005,48.9,293,7.15,124,3.02,81,1.98,34,3.4,221,22.1,2,0.15,8,0.62,222,17.08,2,0.15,14,1.08,8842,128.14
Toyama,6296,133.96,415,14.82,449,16.04,3713,132.61,7074,252.64,395,14.11,88,3.14,2077,74.18,224,8,147,5.25,41,1.46,99,16.5,37,6.17,1,0.2,1,0.2,76,15.2,-,-,5,1,4003,85.17
Ishikawa,7678,163.36,511,18.25,344,12.29,1923,68.68,8537,304.89,292,10.43,48,1.71,2041,72.89,218,7.79,237,8.46,19,0.68,64,9.14,411,58.71,-,-,2,0.4,57,11.4,-,-,10,2,4602,97.91
Fukui,5113,131.1,782,31.28,536,21.44,1256,50.24,6372,254.88,212,8.48,95,3.8,832,33.28,155,6.2,328,13.12,35,1.4,-,-,11,3.67,2,0.33,8,1.33,286,47.67,2,0.33,32,5.33,2601,66.69
Yamanashi,4297,116.14,155,7.05,174,7.91,494,22.45,4231,192.32,83,3.77,57,2.59,606,27.55,99,4.5,12,0.55,24,1.09,1,0.11,460,51.11,5,0.5,5,0.5,48,4.8,1,0.1,6,0.6,4328,116.97
Nagano,14875,179.22,765,15,322,6.31,2723,53.39,9437,185.04,504,9.88,198,3.88,3500,68.63,382,7.49,188,3.69,53,1.04,-,-,642,71.33,7,0.58,10,0.83,137,11.42,-,-,28,2.33,11204,134.99
Gifu,13142,208.6,1034,27.21,329,8.66,1619,42.61,7995,210.39,130,3.42,114,3,736,19.37,267,7.03,168,4.42,48,1.26,2,0.18,34,3.09,4,0.8,16,3.2,132,26.4,-,-,34,6.8,9361,148.59
Shizuoka,21315,153.35,1352,15.19,846,9.51,3185,35.79,15241,171.25,359,4.03,288,3.24,4446,49.96,661,7.43,374,4.2,140,1.57,2,0.1,247,11.76,10,1,8,0.8,106,10.6,-,-,-,-,15472,111.31
Aichi,31104,175.73,2144,15.65,1261,9.2,5114,37.33,23132,168.85,607,4.43,399,2.91,2651,19.35,828,6.04,754,5.5,163,1.19,50,1.43,417,11.91,20,1.33,27,1.8,368,24.53,1,0.07,58,3.87,24106,136.19
Mie,8184,116.91,1460,33.18,585,13.3,2778,63.14,8314,188.95,204,4.64,297,6.75,2301,52.3,296,6.73,777,17.66,44,1,7,0.64,47,4.27,5,0.56,1,0.11,147,16.33,2,0.22,11,1.22,6730,96.14
Shiga,7242,124.86,569,16.26,265,7.57,1771,50.6,5509,157.4,348,9.94,144,4.11,1233,35.23,225,6.43,549,15.69,58,1.66,1,0.11,21,2.33,2,0.29,6,0.86,38,5.43,-,-,5,0.71,4994,86.1
Kyoto,13825,150.27,852,15.49,1091,19.84,3444,62.62,10717,194.85,441,8.02,293,5.33,1765,32.09,306,5.56,557,10.13,88,1.6,5,0.29,157,9.24,1,0.17,9,1.5,128,21.33,4,0.67,10,1.67,8562,93.07
Osaka,28957,98.83,5101,27.28,2758,14.75,8048,43.04,41617,222.55,1176,6.29,1743,9.32,6129,32.78,1414,7.56,2352,12.58,310,1.66,39,0.76,466,9.14,9,0.53,42,2.47,140,8.24,12,0.71,225,13.24,19731,67.34
Hyogo,21939,123.95,3482,30.54,1971,17.29,5100,44.74,28254,247.84,711,6.24,779,6.83,3282,28.79,909,7.97,1812,15.89,188,1.65,37,1.09,727,21.38,15,1.07,63,4.5,300,21.43,4,0.29,40,2.86,13999,79.09
Nara,5926,128.83,1014,37.56,420,15.56,1096,40.59,7045,260.93,188,6.96,584,21.63,823,30.48,239,8.85,313,11.59,25,0.93,4,0.44,158,17.56,9,1.5,12,2,112,18.67,-,-,37,6.17,4750,103.26
Wakayama,6526,141.87,694,25.7,205,7.59,884,32.74,5136,190.22,292,10.81,189,7,1232,45.63,266,9.85,202,7.48,35,1.3,10,3.33,40,13.33,5,0.45,12,1.09,73,6.64,-,-,39,3.55,4189,91.07
Tottori,3831,132.1,245,12.89,176,9.26,1990,104.74,3495,183.95,177,9.32,66,3.47,436,22.95,104,5.47,237,12.47,17,0.89,1,0.2,34,6.8,4,0.8,11,2.2,113,22.6,-,-,12,2.4,2872,99.03
Shimane,4430,158.21,245,15.31,317,19.81,696,43.5,4149,259.31,138,8.63,57,3.56,679,42.44,220,13.75,233,14.56,17,1.06,-,-,1,0.33,8,1,2,0.25,104,13,-,-,32,4,2984,106.57
Okayama,10312,158.65,636,16.31,364,9.33,1433,36.74,9224,236.51,167,4.28,207,5.31,350,8.97,342,8.77,602,15.44,108,2.77,9,0.75,141,11.75,4,0.8,3,0.6,108,21.6,-,-,23,4.6,6747,103.8
Hiroshima,12796,124.23,1439,22.48,913,14.27,4593,71.77,16532,258.31,223,3.48,348,5.44,1493,23.33,380,5.94,608,9.5,77,1.2,12,0.67,661,36.72,6,0.3,12,0.6,431,21.55,-,-,148,7.4,9115,88.5
Yamaguchi,9281,145.02,2095,51.1,291,7.1,3573,87.15,10483,255.68,127,3.1,172,4.2,505,12.32,441,10.76,1593,38.85,49,1.2,-,-,207,23,1,0.11,10,1.11,129,14.33,-,-,51,5.67,5157,80.58
Tokushima,6243,178.37,506,24.1,181,8.62,434,20.67,3965,188.81,99,4.71,100,4.76,128,6.1,185,8.81,175,8.33,10,0.48,12,4,10,3.33,4,0.57,4,0.57,86,12.29,-,-,15,2.14,4388,125.37
Kagawa,7240,168.37,453,17.42,278,10.69,1194,45.92,7990,307.31,94,3.62,123,4.73,320,12.31,279,10.73,759,29.19,49,1.88,6,1.2,26,5.2,6,1.5,3,0.75,53,13.25,-,-,22,5.5,3706,86.19
Ehime,8692,184.94,1083,40.11,619,22.93,3241,120.04,10377,384.33,91,3.37,55,2.04,480,17.78,333,12.33,151,5.59,47,1.74,1,0.14,806,115.14,3,0.5,-,-,113,18.83,-,-,26,4.33,5816,123.74
Kochi,7977,199.43,505,22.95,164,7.45,1556,70.73,2750,125,98,4.45,242,11,520,23.64,168,7.64,597,27.14,28,1.27,-,-,27,9,2,0.25,6,0.75,159,19.88,-,-,22,2.75,4706,117.65
Fukuoka,26671,172.07,3759,40.86,1579,17.16,9561,103.92,26002,282.63,1095,11.9,498,5.41,3296,35.83,1027,11.16,2378,25.85,149,1.62,21,0.81,304,11.69,8,0.53,15,1,209,13.93,-,-,112,7.47,15814,102.03
