"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49th week, 2023",,,,,,"Data collected as of December 13, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,166690,33.72,161,0.05,10947,3.48,15196,4.83,18993,6.04,431,0.14,1441,0.46,36,0.01,653,0.21,189,0.06,85,0.03,9,0.01,742,1.06,9,0.02,13,0.03,46,0.1,1,0,2,0,17379,3.52
Hokkaido,13779,60.97,37,0.26,1063,7.59,749,5.35,286,2.04,25,0.18,6,0.04,2,0.01,14,0.1,2,0.01,1,0.01,-,-,11,0.38,-,-,-,-,1,0.04,-,-,-,-,1768,7.82
Aomori,1850,30.83,2,0.05,78,2.05,81,2.13,141,3.71,1,0.03,12,0.32,-,-,11,0.29,6,0.16,2,0.05,-,-,9,0.9,-,-,-,-,1,0.17,-,-,-,-,210,3.5
Iwate,2524,40.06,3,0.08,83,2.08,90,2.25,196,4.9,2,0.05,18,0.45,1,0.03,12,0.3,11,0.28,1,0.03,-,-,8,0.57,-,-,1,0.05,2,0.11,-,-,-,-,223,3.54
Miyagi,5232,57.49,1,0.02,137,2.49,175,3.18,148,2.69,6,0.11,13,0.24,-,-,13,0.24,-,-,1,0.02,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-,271,2.98
Akita,1046,20.12,-,-,21,0.62,20,0.59,106,3.12,4,0.12,51,1.5,-,-,10,0.29,2,0.06,2,0.06,-,-,4,0.57,-,-,-,-,-,-,-,-,-,-,147,2.83
Yamagata,1479,34.4,7,0.25,77,2.75,200,7.14,103,3.68,7,0.25,32,1.14,-,-,3,0.11,3,0.11,1,0.04,-,-,1,0.13,-,-,-,-,-,-,1,0.1,-,-,178,4.14
Fukushima,3170,38.66,4,0.08,113,2.31,216,4.41,96,1.96,5,0.1,11,0.22,-,-,17,0.35,-,-,2,0.04,-,-,8,0.62,1,0.14,-,-,2,0.29,-,-,-,-,365,4.45
Ibaraki,3848,32.07,7,0.09,170,2.27,462,6.16,273,3.64,13,0.17,14,0.19,-,-,12,0.16,5,0.07,1,0.01,-,-,31,1.82,-,-,-,-,1,0.08,-,-,-,-,558,4.65
