"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20th week, 2023",,,,,,"Data collected as of May 24, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,674523,136.76,35666,11.35,12635,4.02,35446,11.28,350631,111.56,4974,1.58,7216,2.3,628,0.2,15411,4.9,9121,2.9,1947,0.62,140,0.2,3224,4.65,138,0.29,185,0.39,246,0.51,9,0.02,84,0.18,30435,6.17
Hokkaido,32962,145.85,4253,30.82,769,5.57,2504,18.14,7026,50.91,294,2.13,54,0.39,12,0.09,323,2.34,78,0.57,49,0.36,2,0.07,65,2.24,-,-,-,-,19,0.83,-,-,4,0.17,2167,9.59
Aomori,11820,190.65,315,7.68,104,2.54,143,3.49,3921,95.63,40,0.98,24,0.59,7,0.17,167,4.07,5,0.12,26,0.63,-,-,7,0.78,3,0.5,3,0.5,59,9.83,-,-,-,-,361,5.82
Iwate,13184,212.65,557,14.28,64,1.64,804,20.62,4103,105.21,50,1.28,23,0.59,1,0.03,260,6.67,11,0.28,13,0.33,-,-,49,3.77,6,0.32,4,0.21,7,0.37,-,-,10,0.53,594,9.58
Miyagi,7675,82.53,546,9.75,185,3.3,403,7.2,7115,127.05,81,1.45,15,0.27,21,0.38,320,5.71,17,0.3,27,0.48,-,-,54,4.5,2,0.18,1,0.09,13,1.18,-,-,-,-,676,7.27
Akita,6660,130.59,78,2.36,55,1.67,260,7.88,2140,64.85,47,1.42,9,0.27,8,0.24,105,3.18,38,1.15,10,0.3,-,-,13,2.17,-,-,-,-,2,0.25,-,-,-,-,379,7.43
Yamagata,6885,160.12,188,6.71,106,3.79,230,8.21,3374,120.5,44,1.57,15,0.54,3,0.11,205,7.32,1,0.04,17,0.61,-,-,14,1.75,3,0.3,-,-,3,0.3,-,-,1,0.1,315,7.33
Fukushima,6335,77.26,1123,22.92,228,4.65,533,10.88,4551,92.88,45,0.92,16,0.33,17,0.35,389,7.94,6,0.12,31,0.63,1,0.08,76,5.85,2,0.29,1,0.14,7,1,-,-,-,-,600,7.32
Ibaraki,10251,85.43,184,2.45,218,2.91,833,11.11,5998,79.97,103,1.37,167,2.23,12,0.16,206,2.75,59,0.79,37,0.49,2,0.12,218,12.82,-,-,3,0.25,13,1.08,-,-,1,0.08,861,7.18
Tochigi,8693,114.38,174,3.63,73,1.52,414,8.63,3917,81.6,63,1.31,35,0.73,6,0.13,266,5.54,31,0.65,24,0.5,-,-,50,4.17,3,0.43,3,0.43,1,0.14,-,-,1,0.14,434,5.71
Gunma,7526,87.51,139,2.62,227,4.28,293,5.53,5598,105.62,106,2,43,0.81,18,0.34,351,6.62,24,0.45,47,0.89,1,0.07,95,6.79,2,0.22,-,-,1,0.11,1,0.11,-,-,460,5.35
Saitama,30746,120.57,1165,7.28,708,4.43,1448,9.05,20190,126.19,346,2.16,285,1.78,45,0.28,896,5.6,130,0.81,140,0.88,28,0.7,154,3.85,5,0.45,9,0.82,3,0.27,-,-,5,0.45,1934,7.58
Chiba,22574,108.53,420,3.26,363,2.81,1175,9.11,14413,111.73,211,1.64,162,1.26,23,0.18,511,3.96,136,1.05,107,0.83,3,0.09,181,5.32,3,0.33,5,0.56,-,-,-,-,-,-,1458,7.01
Tokyo,45986,111.62,1010,3.9,875,3.38,2514,9.71,31099,120.07,483,1.86,413,1.59,88,0.34,1352,5.22,414,1.6,175,0.68,9,0.24,99,2.61,10,0.42,16,0.67,8,0.33,6,0.25,3,0.13,2466,5.99
Kanagawa,45659,127.54,502,2.22,485,2.15,1745,7.72,22692,100.41,267,1.18,207,0.92,51,0.23,1019,4.51,238,1.05,174,0.77,9,0.18,484,9.68,6,0.55,20,1.82,13,1.18,-,-,1,0.09,2027,5.66
Niigata,18098,212.92,945,17.18,249,4.53,1098,19.96,5440,98.91,79,1.44,51,0.93,8,0.15,258,4.69,22,0.4,41,0.75,2,0.2,27,2.7,2,0.17,4,0.33,9,0.75,-,-,1,0.08,874,10.28
Toyama,11193,233.19,606,20.9,279,9.62,644,22.21,5664,195.31,64,2.21,31,1.07,3,0.1,120,4.14,59,2.03,12,0.41,-,-,15,2.14,-,-,-,-,1,0.2,-,-,3,0.6,398,8.29
Ishikawa,14260,297.08,426,14.69,132,4.55,228,7.86,5603,193.21,44,1.52,147,5.07,2,0.07,152,5.24,164,5.66,16,0.55,1,0.14,46,6.57,1,0.2,4,0.8,8,1.6,-,-,1,0.2,541,11.27
Fukui,10028,271.03,639,27.78,239,10.39,391,17,2393,104.04,73,3.17,214,9.3,5,0.22,110,4.78,173,7.52,20,0.87,-,-,3,1,3,0.5,3,0.5,1,0.17,-,-,-,-,170,4.59
Yamanashi,1954,47.66,74,3.08,10,0.42,32,1.33,2615,108.96,13,0.54,13,0.54,2,0.08,118,4.92,6,0.25,16,0.67,-,-,47,5.22,2,0.2,1,0.1,1,0.1,-,-,3,0.3,406,9.9
Nagano,8917,102.49,282,5.32,118,2.23,213,4.02,7182,135.51,72,1.36,20,0.38,6,0.11,179,3.38,42,0.79,18,0.34,11,1.1,97,9.7,-,-,5,0.42,4,0.33,-,-,1,0.08,708,8.14
Gifu,4725,54.94,425,8.17,228,4.38,292,5.62,4332,83.31,32,0.62,46,0.88,6,0.12,185,3.56,16,0.31,13,0.25,-,-,32,2.91,-,-,6,1.2,-,-,-,-,1,0.2,713,8.29
Shizuoka,8623,62.04,675,7.67,386,4.39,477,5.42,9508,108.05,127,1.44,139,1.58,24,0.27,390,4.43,154,1.75,69,0.78,1,0.05,50,2.27,7,0.7,7,0.7,6,0.6,-,-,2,0.2,621,4.47
Aichi,24233,124.27,830,4.56,528,2.9,1682,9.24,19829,108.95,212,1.16,159,0.87,26,0.14,610,3.35,138,0.76,83,0.46,3,0.09,56,1.6,7,0.47,5,0.33,-,-,-,-,3,0.2,1553,7.96
Mie,9046,127.41,245,5.57,235,5.34,233,5.3,4786,108.77,98,2.23,22,0.5,9,0.2,206,4.68,45,1.02,19,0.43,-,-,9,0.75,5,0.56,9,1,3,0.33,-,-,-,-,331,4.66
Shiga,8830,149.66,381,10.89,98,2.8,295,8.43,3305,94.43,99,2.83,32,0.91,4,0.11,115,3.29,46,1.31,15,0.43,-,-,-,-,1,0.14,1,0.14,3,0.43,-,-,-,-,233,3.95
Kyoto,24165,194.88,1062,14.16,298,3.97,1272,16.96,6974,92.99,156,2.08,131,1.75,15,0.2,232,3.09,130,1.73,24,0.32,1,0.06,42,2.47,1,0.14,3,0.43,3,0.43,-,-,5,0.71,635,5.12
Osaka,58846,199.48,4670,24.2,868,4.5,2671,13.84,21613,111.98,282,1.46,368,1.91,42,0.22,828,4.29,365,1.89,143,0.74,11,0.22,157,3.08,3,0.19,6,0.38,-,-,-,-,8,0.5,1203,4.08
Hyogo,27952,141.17,1914,14.95,540,4.22,996,7.78,18358,143.42,208,1.63,436,3.41,27,0.21,501,3.91,459,3.59,53,0.41,5,0.14,163,4.66,9,0.64,8,0.57,2,0.14,-,-,2,0.14,850,4.29
Nara,8179,148.71,677,19.91,119,3.5,248,7.29,3884,114.24,29,0.85,127,3.74,6,0.18,168,4.94,97,2.85,12,0.35,2,0.2,67,6.7,6,1,3,0.5,1,0.17,1,0.17,1,0.17,323,5.87
Wakayama,5183,105.78,847,28.23,84,2.8,291,9.7,2652,88.4,35,1.17,36,1.2,1,0.03,135,4.5,51,1.7,14,0.47,4,1,9,2.25,2,0.18,5,0.45,5,0.45,-,-,4,0.36,153,3.12
Tottori,1771,61.07,81,4.26,75,3.95,541,28.47,3010,158.42,17,0.89,27,1.42,5,0.26,97,5.11,15,0.79,5,0.26,1,0.2,6,1.2,1,0.2,2,0.4,-,-,-,-,4,0.8,172,5.93
Shimane,3105,81.71,55,2.39,86,3.74,93,4.04,2762,120.09,52,2.26,90,3.91,3,0.13,171,7.43,22,0.96,9,0.39,-,-,9,3,5,0.63,2,0.25,-,-,-,-,-,-,120,3.16
Okayama,9555,113.75,375,6.94,208,3.85,222,4.11,5856,108.44,75,1.39,212,3.93,10,0.19,219,4.06,104,1.93,40,0.74,5,0.42,44,3.67,2,0.4,9,1.8,1,0.2,-,-,3,0.6,302,3.6
Hiroshima,14829,130.08,785,11.06,430,6.06,735,10.35,8590,120.99,86,1.21,47,0.66,9,0.13,291,4.1,217,3.06,21,0.3,9,0.47,139,7.32,3,0.14,2,0.1,3,0.14,-,-,3,0.14,512,4.49
Yamaguchi,6045,91.59,757,17.2,110,2.5,614,13.95,5504,125.09,59,1.34,46,1.05,10,0.23,306,6.95,233,5.3,22,0.5,-,-,46,5.11,-,-,1,0.11,3,0.33,-,-,-,-,250,3.79
Tokushima,3045,82.3,156,6.78,64,2.78,43,1.87,2571,111.78,33,1.43,42,1.83,3,0.13,142,6.17,39,1.7,10,0.43,2,0.5,2,0.5,2,0.29,3,0.43,-,-,-,-,-,-,121,3.27
Kagawa,6900,146.81,233,8.32,134,4.79,49,1.75,4612,164.71,34,1.21,14,0.5,1,0.04,198,7.07,125,4.46,17,0.61,-,-,9,1.8,-,-,2,0.4,1,0.2,-,-,-,-,293,6.23
Ehime,6683,111.38,444,12.33,152,4.22,452,12.56,6801,188.92,39,1.08,38,1.06,2,0.06,327,9.08,49,1.36,27,0.75,-,-,83,10.38,-,-,-,-,2,0.33,-,-,-,-,247,4.12
Kochi,4751,107.98,213,8.19,48,1.85,146,5.62,2333,89.73,35,1.35,108,4.15,11,0.42,131,5.04,283,10.88,5,0.19,-,-,4,1.33,3,0.38,-,-,12,1.5,-,-,6,0.75,131,2.98
Fukuoka,43767,221.05,2021,16.84,752,6.27,4253,35.44,13865,115.54,245,2.04,510,4.25,18,0.15,913,7.61,1105,9.21,98,0.82,1,0.04,94,3.62,7,0.47,5,0.33,1,0.07,-,-,3,0.2,1089,5.5
Saga,7451,191.05,584,25.39,193,8.39,152,6.61,1515,65.87,20,0.87,91,3.96,4,0.17,210,9.13,578,25.13,15,0.65,-,-,5,1.25,5,0.83,2,0.33,2,0.33,-,-,4,0.67,144,3.69
Nagasaki,11096,158.51,859,19.52,169,3.84,1488,33.82,3118,70.86,84,1.91,213,4.84,9,0.2,236,5.36,789,17.93,36,0.82,12,1.5,49,6.13,2,0.17,3,0.25,7,0.58,-,-,-,-,412,5.89
Kumamoto,9262,117.24,814,16.61,222,4.53,276,5.63,5387,109.94,69,1.41,142,2.9,2,0.04,445,9.08,1053,21.49,44,0.9,-,-,64,7.11,3,0.2,8,0.53,1,0.07,-,-,-,-,345,4.37
Oita,10122,174.52,302,8.39,164,4.56,364,10.11,8004,222.33,100,2.78,50,1.39,11,0.31,291,8.08,197,5.47,34,0.94,-,-,41,8.2,2,0.18,1,0.09,15,1.36,-,-,-,-,300,5.17
Miyazaki,10683,187.42,659,18.83,291,8.31,436,12.46,7024,200.69,76,2.17,158,4.51,6,0.17,305,8.71,692,19.77,32,0.91,2,0.33,87,14.5,1,0.14,1,0.14,-,-,-,-,-,-,254,4.46
Kagoshima,8170,89.78,1726,32.57,522,9.85,457,8.62,7986,150.68,87,1.64,276,5.21,19,0.36,313,5.91,400,7.55,63,1.19,2,0.29,56,8,-,-,3,0.25,-,-,-,-,-,-,388,4.26
Okinawa,16100,292.73,250,7.81,144,4.5,763,23.84,1418,44.31,60,1.88,1712,53.5,7,0.22,139,4.34,65,2.03,24,0.75,10,1.25,107,13.38,8,1.14,6,0.86,2,0.29,1,0.14,-,-,911,16.56
