Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2025-08-01,2025/08/01,2025 August,Hepatitis E,戊型肝炎,2712,1,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D011,Hepatitis E,戊型肝炎
2025-08-01,2025/08/01,2025 August,Other Hepatitis,未分型肝炎,575,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D012,Other Hepatitis,未分型肝炎
2025-08-01,2025/08/01,2025 August,Poliomyelitis,脊髓灰质炎,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D013,Poliomyelitis,脊髓灰质炎
2025-08-01,2025/08/01,2025 August,H5N1,人感染高致病性禽流感,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D014,H5N1,人感染高致病性禽流感
2025-08-01,2025/08/01,2025 August,Measles,麻疹,94,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D017,Measles,麻疹
2025-08-01,2025/08/01,2025 August,Hemorrhagic Fever,流行性出血热,122,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D018,Hemorrhagic Fever,流行性出血热
2025-08-01,2025/08/01,2025 August,Rabies,狂犬病,32,27,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D019,Rabies,狂犬病
2025-08-01,2025/08/01,2025 August,Japanese Encephalitis,流行性乙型脑炎,36,3,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D020,Japanese Encephalitis,流行性乙型脑炎
2025-08-01,2025/08/01,2025 August,Dengue,登革热,1702,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D021,Dengue,登革热
2025-08-01,2025/08/01,2025 August,Anthrax,炭疽,106,1,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D023,Anthrax,炭疽
2025-08-01,2025/08/01,2025 August,Dysentery,细菌性和阿米巴性痢疾,3686,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D024,Dysentery,细菌性和阿米巴性痢疾
2025-08-01,2025/08/01,2025 August,Tuberculosis,肺结核,54614,246,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D025,Tuberculosis,肺结核
2025-08-01,2025/08/01,2025 August,Typhoid and Paratyphoid fever,伤寒和副伤寒,647,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2025-08-01,2025/08/01,2025 August,Meningococcal Meningitis,流行性脑脊髓膜炎,8,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2025-08-01,2025/08/01,2025 August,Pertussis,百日咳,1774,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D028,Pertussis,百日咳
2025-08-01,2025/08/01,2025 August,Diphtheria,白喉,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D029,Diphtheria,白喉
2025-08-01,2025/08/01,2025 August,Neonatal Tetanus,新生儿破伤风,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D030,Neonatal Tetanus,新生儿破伤风
2025-08-01,2025/08/01,2025 August,Scarlet fever,猩红热,1884,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D031,Scarlet fever,猩红热
2025-08-01,2025/08/01,2025 August,Brucellosis,布鲁氏菌病,6137,1,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D032,Brucellosis,布鲁氏菌病
2025-08-01,2025/08/01,2025 August,Gonorrhea,淋病,10477,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D033,Gonorrhea,淋病
2025-08-01,2025/08/01,2025 August,Syphilis,梅毒,54387,4,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D034,Syphilis,梅毒
2025-08-01,2025/08/01,2025 August,Leptospirosis,钩端螺旋体病,156,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D035,Leptospirosis,钩端螺旋体病
2025-08-01,2025/08/01,2025 August,Schistosomiasis,血吸虫病,2,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D036,Schistosomiasis,血吸虫病
2025-08-01,2025/08/01,2025 August,Malaria,疟疾,420,1,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D037,Malaria,疟疾
2025-08-01,2025/08/01,2025 August,H7N9,人感染H7N9禽流感,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D015,H7N9,人感染H7N9禽流感
2025-08-01,2025/08/01,2025 August,COVID-19,新型冠状病毒感染,164625,7,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D004,COVID-19,新型冠状病毒感染
2025-08-01,2025/08/01,2025 August,Monkeypox,猴痘,81,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D065,Monkeypox,猴痘
2025-08-01,2025/08/01,2025 August,Influenza,流行性感冒,85606,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D038,Influenza,流行性感冒
2025-08-01,2025/08/01,2025 August,Mumps,流行性腮腺炎,6009,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D039,Mumps,流行性腮腺炎
2025-08-01,2025/08/01,2025 August,Rubella,风疹,51,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D040,Rubella,风疹
2025-08-01,2025/08/01,2025 August,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,2044,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2025-08-01,2025/08/01,2025 August,Leprosy,麻风病,23,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D042,Leprosy,麻风病
2025-08-01,2025/08/01,2025 August,Typhus,流行性和地方性斑疹伤寒,145,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D043,Typhus,流行性和地方性斑疹伤寒
2025-08-01,2025/08/01,2025 August,Kala-azar,黑热病,33,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D044,Kala-azar,黑热病
2025-08-01,2025/08/01,2025 August,Echinococcosis,包虫病,370,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D045,Echinococcosis,包虫病
2025-08-01,2025/08/01,2025 August,Filariasis,丝虫病,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D046,Filariasis,丝虫病
2025-08-01,2025/08/01,2025 August,Infectious Diarrhea,其他感染性腹泻病,144550,2,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D047,Infectious Diarrhea,其他感染性腹泻病
2025-08-01,2025/08/01,2025 August,Hand-Foot-Mouth Disease,手足口病,103195,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html,National Disease Control and Prevention Administration,D048,Hand-Foot-Mouth Disease,手足口病
