"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3rd week, 2025",,,,,,"Data collected as of January 22, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,90712,18.38,1273,0.41,710,0.23,5750,1.84,14134,4.52,576,0.18,356,0.11,2979,0.95,578,0.18,29,0.01,96,0.03,34,0.05,423,0.61,12,0.03,10,0.02,410,0.85,3,0.01,11,0.02,27755,5.62
Hokkaido,2831,12.75,153,1.13,53,0.39,354,2.6,215,1.58,53,0.39,35,0.26,80,0.59,24,0.18,3,0.02,4,0.03,-,-,10,0.34,-,-,-,-,23,1.05,1,0.05,2,0.09,1470,6.62
Aomori,729,12.57,12,0.32,13,0.35,44,1.19,95,2.57,10,0.27,3,0.08,110,2.97,12,0.32,-,-,1,0.03,-,-,2,0.2,-,-,-,-,10,1.67,-,-,-,-,369,6.36
Iwate,1363,21.98,6,0.15,14,0.36,108,2.77,165,4.23,5,0.13,8,0.21,39,1,7,0.18,-,-,-,-,-,-,9,0.64,-,-,-,-,16,0.84,-,-,-,-,583,9.4
Miyagi,2240,24.62,12,0.22,29,0.53,94,1.71,147,2.67,10,0.18,8,0.15,98,1.78,12,0.22,-,-,8,0.15,-,-,4,0.33,-,-,-,-,4,0.4,-,-,-,-,782,8.59
Akita,660,12.69,7,0.21,5,0.15,35,1.03,93,2.74,6,0.18,7,0.21,4,0.12,2,0.06,-,-,1,0.03,3,0.43,-,-,1,0.13,-,-,4,0.5,-,-,-,-,316,6.08
Yamagata,1127,26.83,15,0.56,14,0.52,49,1.81,88,3.26,3,0.11,21,0.78,25,0.93,8,0.3,-,-,1,0.04,-,-,2,0.25,-,-,-,-,10,1,-,-,-,-,249,5.93
Fukushima,1675,20.43,16,0.33,12,0.24,70,1.43,121,2.47,8,0.16,6,0.12,119,2.43,6,0.12,-,-,4,0.08,-,-,10,0.77,-,-,-,-,6,0.86,-,-,-,-,769,9.38
Ibaraki,2321,19.34,23,0.31,21,0.28,323,4.31,337,4.49,7,0.09,2,0.03,56,0.75,8,0.11,-,-,-,-,1,0.06,35,2.06,-,-,1,0.08,12,0.92,-,-,-,-,1023,8.53
Tochigi,1428,18.79,35,0.73,12,0.25,82,1.71,143,2.98,7,0.15,6,0.13,98,2.04,14,0.29,-,-,1,0.02,-,-,9,0.75,1,0.14,-,-,4,0.57,-,-,-,-,620,8.16
Gunma,1859,21.87,25,0.47,10,0.19,58,1.09,313,5.91,16,0.3,5,0.09,35,0.66,9,0.17,-,-,5,0.09,-,-,6,0.43,-,-,-,-,8,0.89,-,-,-,-,495,5.82
Saitama,4629,17.74,61,0.37,46,0.28,331,2.02,797,4.86,43,0.26,16,0.1,502,3.06,32,0.2,3,0.02,10,0.06,13,0.31,20,0.48,1,0.08,1,0.08,11,0.92,-,-,1,0.08,1639,6.28
Chiba,4002,19.62,13,0.1,14,0.11,343,2.68,748,5.84,14,0.11,11,0.09,333,2.6,19,0.15,2,0.02,3,0.02,-,-,35,1,-,-,-,-,4,0.44,-,-,1,0.11,1291,6.33
Tokyo,4297,10.28,93,0.35,27,0.1,464,1.76,1572,5.98,57,0.22,19,0.07,610,2.32,53,0.2,3,0.01,7,0.03,-,-,20,0.51,1,0.04,1,0.04,15,0.6,-,-,-,-,1210,2.89
Kanagawa,4222,11.6,50,0.22,23,0.1,266,1.17,990,4.36,39,0.17,24,0.11,355,1.56,38,0.17,-,-,6,0.03,-,-,41,0.85,-,-,1,0.08,1,0.08,-,-,1,0.08,1424,3.91
Niigata,1954,22.72,17,0.31,16,0.29,185,3.36,139,2.53,21,0.38,12,0.22,43,0.78,12,0.22,-,-,1,0.02,2,0.2,3,0.3,-,-,-,-,17,1.31,-,-,-,-,531,6.17
Toyama,1067,22.23,5,0.17,9,0.31,120,4.14,174,6,6,0.21,2,0.07,17,0.59,6,0.21,1,0.03,2,0.07,2,0.29,3,0.43,-,-,-,-,5,1,-,-,1,0.2,277,5.77
Ishikawa,1527,31.81,10,0.34,3,0.1,73,2.52,236,8.14,15,0.52,1,0.03,9,0.31,5,0.17,-,-,1,0.03,-,-,9,1.29,-,-,-,-,6,1.2,-,-,-,-,339,7.06
Fukui,936,24,20,0.8,7,0.28,30,1.2,162,6.48,8,0.32,3,0.12,5,0.2,4,0.16,-,-,2,0.08,-,-,-,-,-,-,-,-,8,1.33,-,-,-,-,171,4.38
Yamanashi,572,13.95,4,0.17,1,0.04,10,0.42,84,3.5,2,0.08,2,0.08,12,0.5,2,0.08,-,-,1,0.04,-,-,19,2.11,-,-,-,-,4,0.4,-,-,-,-,255,6.22
Nagano,1905,21.65,19,0.35,5,0.09,82,1.52,139,2.57,7,0.13,16,0.3,63,1.17,9,0.17,2,0.04,1,0.02,-,-,25,2.5,1,0.08,-,-,4,0.33,-,-,-,-,758,8.61
Gifu,1425,16.38,16,0.3,8,0.15,58,1.09,143,2.7,12,0.23,4,0.08,7,0.13,7,0.13,1,0.02,1,0.02,-,-,1,0.09,1,0.2,-,-,9,1.8,-,-,-,-,627,7.21
Shizuoka,3368,24.23,26,0.29,16,0.18,68,0.76,354,3.98,13,0.15,1,0.01,45,0.51,18,0.2,-,-,1,0.01,-,-,6,0.27,-,-,-,-,6,0.6,-,-,-,-,1080,7.77
Aichi,4318,22.14,34,0.19,29,0.16,198,1.09,635,3.49,18,0.1,3,0.02,20,0.11,20,0.11,1,0.01,4,0.02,2,0.06,2,0.06,1,0.07,-,-,16,1.07,-,-,-,-,1560,8
Mie,1333,18.51,22,0.49,8,0.18,83,1.84,216,4.8,5,0.11,-,-,4,0.09,12,0.27,-,-,-,-,-,-,-,-,-,-,-,-,12,1.33,-,-,-,-,414,5.75
Shiga,1070,17.83,15,0.42,2,0.06,45,1.25,106,2.94,10,0.28,1,0.03,13,0.36,1,0.03,-,-,2,0.06,-,-,-,-,-,-,-,-,3,0.43,-,-,-,-,296,4.93
Kyoto,2062,16.63,27,0.36,33,0.44,103,1.37,233,3.11,8,0.11,2,0.03,55,0.73,13,0.17,1,0.01,2,0.03,-,-,10,0.63,-,-,-,-,12,1.71,1,0.14,-,-,476,3.84
Osaka,3564,11.84,189,0.98,33,0.17,202,1.05,885,4.59,25,0.13,15,0.08,33,0.17,31,0.16,4,0.02,7,0.04,3,0.06,12,0.23,-,-,1,0.06,10,0.56,1,0.06,1,0.06,994,3.3
Hyogo,3415,17.25,110,0.86,36,0.28,128,1,657,5.13,24,0.19,14,0.11,34,0.27,15,0.12,-,-,4,0.03,-,-,18,0.51,-,-,2,0.14,49,3.5,-,-,1,0.07,866,4.37
Nara,986,17.93,27,0.79,4,0.12,34,1,171,5.03,2,0.06,2,0.06,12,0.35,5,0.15,-,-,1,0.03,-,-,2,0.2,1,0.17,1,0.17,3,0.5,-,-,-,-,250,4.55
Wakayama,1155,24.06,28,0.97,5,0.17,26,0.9,131,4.52,4,0.14,4,0.14,1,0.03,3,0.1,-,-,-,-,3,0.75,4,1,-,-,-,-,4,0.36,-,-,-,-,239,4.98
Tottori,529,18.24,2,0.11,3,0.16,52,2.74,81,4.26,3,0.16,3,0.16,15,0.79,2,0.11,-,-,-,-,-,-,2,0.4,-,-,-,-,7,1.4,-,-,-,-,198,6.83
Shimane,579,15.24,3,0.13,7,0.3,50,2.17,74,3.22,3,0.13,1,0.04,4,0.17,6,0.26,-,-,-,-,-,-,-,-,1,0.13,-,-,7,0.88,-,-,-,-,159,4.18
Okayama,1569,18.68,6,0.11,7,0.13,52,0.96,265,4.91,8,0.15,1,0.02,4,0.07,12,0.22,1,0.02,2,0.04,-,-,3,0.25,1,0.2,-,-,2,0.4,-,-,-,-,467,5.56
Hiroshima,1884,16.1,19,0.26,23,0.31,106,1.43,339,4.58,2,0.03,15,0.2,3,0.04,12,0.16,2,0.03,3,0.04,-,-,16,0.84,-,-,-,-,25,1.25,-,-,1,0.05,644,5.5
Yamaguchi,1427,21.3,21,0.49,5,0.12,117,2.72,247,5.74,3,0.07,2,0.05,9,0.21,13,0.3,1,0.02,-,-,-,-,3,0.33,-,-,-,-,3,0.33,-,-,-,-,352,5.25
Tokushima,1129,30.51,7,0.3,7,0.3,13,0.57,89,3.87,-,-,10,0.43,3,0.13,2,0.09,-,-,-,-,1,0.25,-,-,1,0.14,-,-,1,0.14,-,-,-,-,348,9.41
Kagawa,1178,25.06,7,0.25,7,0.25,68,2.43,119,4.25,4,0.14,-,-,4,0.14,4,0.14,-,-,-,-,-,-,5,1,-,-,1,0.2,-,-,-,-,-,-,344,7.32
Ehime,1681,28.02,9,0.25,7,0.19,94,2.61,192,5.33,1,0.03,2,0.06,4,0.11,11,0.31,-,-,-,-,-,-,16,2,-,-,-,-,10,1.67,-,-,1,0.17,399,6.65
