"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30th week, 2023",,,,,,"Data collected as of August 2, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,747076,151.48,121704,38.73,31179,9.92,82659,26.31,505187,160.79,8587,2.73,35059,11.16,1278,0.41,24788,7.89,154426,49.15,4152,1.32,233,0.34,5889,8.49,208,0.43,351,0.73,490,1.02,17,0.04,107,0.22,436459,88.5
Hokkaido,34322,153.22,7581,54.93,2077,15.05,5257,38.09,10465,75.83,459,3.33,377,2.73,53,0.38,534,3.87,7682,55.67,141,1.02,3,0.1,111,3.83,1,0.04,2,0.09,30,1.3,1,0.04,7,0.3,17445,77.88
Aomori,11969,196.21,787,19.68,231,5.78,280,7,5066,126.65,64,1.6,212,5.3,10,0.25,265,6.63,1932,48.3,38,0.95,4,0.44,12,1.33,4,0.67,5,0.83,147,24.5,-,-,-,-,3020,49.51
Iwate,13574,218.94,1226,31.44,172,4.41,1248,32,6126,157.08,65,1.67,442,11.33,16,0.41,409,10.49,3310,84.87,35,0.9,-,-,93,7.15,10,0.53,6,0.32,15,0.79,1,0.05,10,0.53,5048,81.42
Miyagi,8372,91,2475,44.2,454,8.11,703,12.55,9219,164.63,144,2.57,634,11.32,32,0.57,485,8.66,6034,107.75,70,1.25,1,0.08,81,6.75,2,0.2,2,0.2,18,1.8,-,-,-,-,8150,88.59
Akita,6773,132.8,449,13.61,134,4.06,395,11.97,2942,89.15,84,2.55,132,4,11,0.33,170,5.15,1447,43.85,12,0.36,4,0.67,39,6.5,1,0.13,-,-,4,0.5,-,-,-,-,2575,50.49
Yamagata,7184,167.07,930,33.21,349,12.46,539,19.25,4527,161.68,70,2.5,132,4.71,6,0.21,334,11.93,2114,75.5,35,1.25,-,-,26,3.25,4,0.4,1,0.1,4,0.4,-,-,1,0.1,2614,60.79
Fukushima,7428,90.59,2569,52.43,543,11.08,1255,25.61,6016,122.78,97,1.98,558,11.39,37,0.76,636,12.98,1767,36.06,78,1.59,5,0.38,114,8.77,2,0.29,1,0.14,8,1.14,-,-,-,-,6054,73.83
Ibaraki,11329,94.41,1308,17.44,658,8.77,2162,28.83,9408,125.44,203,2.71,2284,30.45,69,0.92,362,4.83,2275,30.33,86,1.15,10,0.59,396,23.29,4,0.33,3,0.25,23,1.92,-,-,1,0.08,10804,90.03
Tochigi,8974,118.08,1456,30.33,157,3.27,1019,21.23,4795,99.9,101,2.1,548,11.42,20,0.42,464,9.67,2271,47.31,50,1.04,-,-,109,9.08,5,0.71,9,1.29,1,0.14,-,-,2,0.29,4839,63.67
Gunma,8249,95.92,987,18.62,607,11.45,876,16.53,8490,160.19,165,3.11,226,4.26,23,0.43,537,10.13,3215,60.66,109,2.06,1,0.07,134,9.57,3,0.33,2,0.22,2,0.22,2,0.22,-,-,4974,57.84
Saitama,33939,132.06,4905,30.47,1844,11.45,4510,28.01,32306,200.66,701,4.35,2605,16.18,76,0.47,1403,8.71,8680,53.91,347,2.16,45,1.1,268,6.54,8,0.73,18,1.64,5,0.45,-,-,5,0.45,23209,90.31
Chiba,25201,121.74,2945,22.83,1094,8.48,3088,23.94,22323,173.05,337,2.61,1303,10.1,44,0.34,818,6.34,7029,54.49,204,1.58,5,0.15,330,9.71,6,0.67,7,0.78,1,0.11,-,-,-,-,22167,107.09
Tokyo,51456,124.59,6144,23.72,2051,7.92,6604,25.5,45555,175.89,835,3.22,1976,7.63,165,0.64,2115,8.17,13747,53.08,367,1.42,14,0.37,233,6.13,14,0.58,23,0.96,15,0.63,6,0.25,3,0.13,31726,76.82
Kanagawa,48539,134.83,4739,20.79,1381,6.06,4541,19.92,33913,148.74,560,2.46,1424,6.25,112,0.49,1714,7.52,10154,44.54,366,1.61,17,0.34,878,17.56,7,0.64,33,3,22,2,-,-,1,0.09,26958,74.88
Niigata,19209,225.99,3348,62,563,10.43,1725,31.94,8473,156.91,142,2.63,1469,27.2,20,0.37,398,7.37,2876,53.26,76,1.41,6,0.6,40,4,2,0.17,5,0.42,16,1.33,-,-,3,0.25,7153,84.15
Toyama,11282,235.04,1258,43.38,478,16.48,1313,45.28,7376,254.34,103,3.55,381,13.14,7,0.24,184,6.34,1394,48.07,21,0.72,-,-,28,4,-,-,-,-,6,1.2,-,-,5,1,2945,61.35
Ishikawa,14358,299.13,1110,38.28,252,8.69,426,14.69,7333,252.86,82,2.83,465,16.03,7,0.24,250,8.62,1396,48.14,28,0.97,5,0.71,80,11.43,1,0.2,6,1.2,9,1.8,-,-,1,0.2,5521,115.02
Fukui,10079,272.41,1345,58.48,441,19.17,757,32.91,3626,157.65,121,5.26,669,29.09,10,0.43,185,8.04,888,38.61,33,1.43,-,-,6,2,6,1,4,0.67,2,0.33,-,-,-,-,2308,62.38
Yamanashi,2084,50.83,516,21.5,79,3.29,60,2.5,3659,152.46,33,1.38,87,3.63,4,0.17,192,8,890,37.08,26,1.08,-,-,72,8,3,0.3,1,0.1,1,0.1,-,-,3,0.3,3941,96.12
Nagano,9208,105.84,1268,23.92,367,6.92,597,11.26,10691,201.72,157,2.96,218,4.11,27,0.51,312,5.89,3130,59.06,50,0.94,20,2,254,25.4,-,-,10,0.83,10,0.83,-,-,2,0.17,6503,74.75
Gifu,5155,59.94,2371,45.6,428,8.23,929,17.87,6805,130.87,64,1.23,224,4.31,22,0.42,312,6,1664,32,39,0.75,1,0.09,48,4.36,-,-,9,1.8,-,-,1,0.2,2,0.4,9395,109.24
Shizuoka,10220,73.53,3317,37.69,733,8.33,1140,12.95,13505,153.47,191,2.17,862,9.8,60,0.68,657,7.47,5509,62.6,114,1.3,1,0.05,88,4,10,1,13,1.3,18,1.8,-,-,2,0.2,11480,82.59
Aichi,26557,136.19,5407,29.71,1255,6.9,4077,22.4,28519,156.7,339,1.86,604,3.32,46,0.25,981,5.39,7664,42.11,172,0.95,3,0.09,124,3.54,10,0.67,12,0.8,-,-,1,0.07,3,0.2,22524,115.51
Mie,10763,151.59,2493,56.66,488,11.09,541,12.3,7756,176.27,159,3.61,209,4.75,14,0.32,305,6.93,3238,73.59,28,0.64,-,-,28,2.33,8,0.89,15,1.67,5,0.56,1,0.11,-,-,7203,101.45
Shiga,9325,158.05,1193,34.09,207,5.91,811,23.17,4649,132.83,214,6.11,257,7.34,7,0.2,206,5.89,1794,51.26,46,1.31,-,-,4,0.5,4,0.57,13,1.86,4,0.57,-,-,-,-,4542,76.98
Kyoto,25030,200.24,2186,28.76,873,11.49,2912,38.32,9930,130.66,230,3.03,399,5.25,22,0.29,383,5.04,2455,32.3,59,0.78,1,0.06,74,4.35,2,0.29,5,0.71,3,0.43,-,-,8,1.14,10100,80.8
Osaka,61022,206.85,9276,48.06,2873,14.89,7314,37.9,29447,152.58,506,2.62,1338,6.93,64,0.33,1316,6.82,9423,48.82,290,1.5,15,0.29,297,5.82,4,0.25,12,0.75,1,0.06,-,-,10,0.63,22786,77.24
Hyogo,30617,154.63,6929,54.13,1813,14.16,2532,19.78,25586,199.89,347,2.71,1213,9.48,52,0.41,847,6.62,5326,41.61,162,1.27,7,0.2,309,8.83,10,0.71,16,1.14,2,0.14,-,-,4,0.29,14518,73.32
Nara,8207,149.22,1842,54.18,350,10.29,1022,30.06,5427,159.62,72,2.12,268,7.88,10,0.29,270,7.94,1439,42.32,27,0.79,3,0.3,132,13.2,8,1.33,3,0.5,1,0.17,1,0.17,1,0.17,4952,90.04
Wakayama,5400,110.2,1990,66.33,206,6.87,748,24.93,3681,122.7,54,1.8,88,2.93,6,0.2,202,6.73,1821,60.7,34,1.13,4,1,23,5.75,2,0.18,8,0.73,6,0.55,1,0.09,4,0.36,4348,88.73
Tottori,1938,66.83,665,35,171,9,1084,57.05,4192,220.63,23,1.21,207,10.89,5,0.26,152,8,730,38.42,9,0.47,1,0.2,12,2.4,3,0.6,4,0.8,-,-,-,-,5,1,2993,103.21
Shimane,3335,87.76,1158,50.35,169,7.35,190,8.26,3951,171.78,66,2.87,830,36.09,3,0.13,272,11.83,412,17.91,19,0.83,1,0.33,12,4,7,0.88,5,0.63,2,0.25,-,-,1,0.13,2324,61.16
Okayama,9945,118.39,1501,27.8,422,7.81,519,9.61,8388,155.33,119,2.2,1329,24.61,14,0.26,373,6.91,1617,29.94,71,1.31,6,0.5,86,7.17,2,0.4,16,3.2,1,0.2,-,-,3,0.6,5788,68.9
Hiroshima,16250,143.81,3086,43.46,940,13.24,2218,31.24,11912,167.77,155,2.18,449,6.32,13,0.18,468,6.59,1810,25.49,55,0.77,9,0.47,240,12.63,8,0.38,10,0.48,7,0.33,-,-,4,0.19,8997,79.62
Yamaguchi,7775,117.8,3230,75.12,213,4.95,1655,38.49,7492,174.23,101,2.35,889,20.67,21,0.49,450,10.47,1629,37.88,68,1.58,-,-,72,8,1,0.11,3,0.33,21,2.33,-,-,-,-,5482,83.06
Tokushima,3156,85.3,1294,56.26,151,6.57,116,5.04,3386,147.22,42,1.83,233,10.13,3,0.13,216,9.39,932,40.52,13,0.57,2,0.5,8,2,2,0.29,3,0.43,-,-,-,-,-,-,3010,81.35
Kagawa,6991,148.74,958,34.21,293,10.46,130,4.64,6281,224.32,58,2.07,268,9.57,3,0.11,302,10.79,1297,46.32,51,1.82,-,-,18,3.6,-,-,4,0.8,1,0.2,-,-,-,-,4024,85.62
Ehime,9213,153.55,2318,64.39,363,10.08,824,22.89,9282,257.83,72,2,155,4.31,4,0.11,490,13.61,2031,56.42,61,1.69,-,-,177,22.13,-,-,-,-,2,0.33,-,-,3,0.5,5800,96.67
Kochi,5423,123.25,733,28.19,138,5.31,384,14.77,2979,114.58,76,2.92,233,8.96,12,0.46,206,7.92,716,27.54,16,0.62,-,-,6,2,4,0.5,5,0.63,19,2.38,-,-,6,0.75,3852,87.55
Fukuoka,47306,238.92,7747,64.56,2171,18.09,9054,75.45,21099,175.83,395,3.29,2967,24.73,31,0.26,1440,12,4759,39.66,190,1.58,5,0.19,185,7.12,8,0.53,10,0.67,2,0.13,-,-,3,0.2,20162,101.83
Saga,7666,196.56,1446,62.87,328,14.26,331,14.39,2109,91.7,35,1.52,382,16.61,5,0.22,360,15.65,1485,64.57,23,1,-,-,12,3,6,1,10,1.67,6,1,-,-,4,0.67,5356,137.33
Nagasaki,14507,207.24,1620,36.82,305,6.93,2234,50.77,4240,96.36,122,2.77,619,14.07,9,0.2,386,8.77,2138,48.59,60,1.36,18,2.25,75,9.38,5,0.42,11,0.92,10,0.83,-,-,-,-,8254,117.91
Kumamoto,12757,161.48,1972,40.24,443,9.04,807,16.47,9103,185.78,121,2.47,538,10.98,7,0.14,714,14.57,2494,50.9,90,1.84,1,0.11,95,10.56,4,0.29,10,0.71,1,0.07,-,-,-,-,9191,116.34
Oita,11672,201.24,2466,68.5,358,9.94,752,20.89,11357,315.47,186,5.17,642,17.83,26,0.72,487,13.53,1925,53.47,75,2.08,-,-,74,14.8,3,0.27,2,0.18,37,3.36,-,-,-,-,5912,101.93
Miyazaki,15215,266.93,2109,60.26,417,11.91,781,22.31,9155,261.57,107,3.06,987,28.2,11,0.31,525,15,3085,88.14,51,1.46,2,0.33,116,19.33,1,0.14,2,0.29,-,-,-,-,-,-,7312,128.28
Kagoshima,21401,235.18,3725,70.28,876,16.53,813,15.34,10379,195.83,130,2.45,844,15.92,44,0.83,494,9.32,4567,86.17,105,1.98,2,0.29,90,12.86,-,-,4,0.33,-,-,-,-,-,-,12456,136.88
Okinawa,16701,309.28,1326,42.77,263,8.48,1386,44.71,2268,73.16,80,2.58,1883,60.74,15,0.48,207,6.68,235,7.58,52,1.68,11,1.38,180,22.5,13,1.86,8,1.14,2,0.29,2,0.29,-,-,15744,291.56
