"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4th week, 2026",,,,,,"Data collected as of January 28, 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,63326,16.64,1803,0.78,739,0.32,6622,2.87,19741,8.55,960,0.42,149,0.06,597,0.26,559,0.24,37,0.02,70,0.03,8,0.01,309,0.45,9,0.02,15,0.03,180,0.37,6,0.01,14,0.03,7573,1.99
Hokkaido,989,5.89,162,1.59,30,0.29,525,5.15,548,5.37,63,0.62,9,0.09,40,0.39,12,0.12,-,-,-,-,-,-,5,0.17,-,-,-,-,12,0.52,-,-,-,-,1012,6.02
Aomori,524,10.08,18,0.53,10,0.29,59,1.74,172,5.06,10,0.29,-,-,1,0.03,6,0.18,-,-,2,0.06,-,-,1,0.1,1,0.17,-,-,2,0.33,-,-,-,-,192,3.69
Iwate,330,7.86,38,1.41,4,0.15,103,3.81,248,9.19,18,0.67,2,0.07,24,0.89,11,0.41,-,-,1,0.04,-,-,2,0.14,-,-,-,-,3,0.16,-,-,-,-,179,4.26
Miyagi,1367,24.85,27,0.87,11,0.35,112,3.61,165,5.32,12,0.39,1,0.03,12,0.39,5,0.16,-,-,-,-,-,-,2,0.17,-,-,-,-,4,0.4,-,-,-,-,231,4.2
Akita,233,9.32,10,0.77,4,0.31,31,2.38,86,6.62,10,0.77,-,-,7,0.54,4,0.31,2,0.15,-,-,1,0.14,4,0.57,-,-,-,-,2,0.25,-,-,-,-,94,3.76
Yamagata,453,11.62,53,2.04,19,0.73,135,5.19,216,8.31,13,0.5,2,0.08,15,0.58,7,0.27,-,-,1,0.04,-,-,6,0.75,-,-,-,-,1,0.1,-,-,-,-,199,5.1
Fukushima,744,15.5,46,1.64,5,0.18,60,2.14,183,6.54,18,0.64,-,-,1,0.04,16,0.57,-,-,1,0.04,-,-,8,0.62,-,-,-,-,-,-,-,-,1,0.14,214,4.46
Ibaraki,1294,19.31,22,0.59,22,0.59,173,4.68,395,10.68,15,0.41,-,-,-,-,6,0.16,-,-,-,-,-,-,27,1.59,-,-,-,-,3,0.23,-,-,-,-,218,3.25
Tochigi,660,14.04,23,0.85,10,0.37,107,3.96,230,8.52,8,0.3,-,-,1,0.04,7,0.26,-,-,-,-,-,-,11,0.92,-,-,-,-,7,1,-,-,-,-,277,5.89
Gunma,452,10.04,27,1.08,9,0.36,58,2.32,424,16.96,18,0.72,-,-,3,0.12,10,0.4,-,-,2,0.08,-,-,3,0.3,-,-,-,-,10,1.11,-,-,2,0.22,105,2.33
Saitama,3903,22.18,54,0.49,26,0.23,405,3.65,1279,11.52,48,0.43,8,0.07,16,0.14,30,0.27,1,0.01,8,0.07,1,0.02,10,0.23,-,-,2,0.17,2,0.17,-,-,-,-,484,2.75
Chiba,4355,23.8,24,0.22,11,0.1,404,3.64,1035,9.32,37,0.33,-,-,15,0.14,15,0.14,1,0.01,4,0.04,-,-,11,0.32,1,0.11,-,-,3,0.33,1,0.11,1,0.11,326,1.78
