"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32nd week, 2024",,,,,,"Data collected as of August 14, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1155751,234.57,98061,31.33,81300,25.97,370182,118.27,462350,147.72,16398,5.24,316967,101.27,5075,1.62,25482,8.14,54511,17.42,4252,1.36,448,0.65,12804,18.48,296,0.62,381,0.79,4171,8.69,28,0.06,247,0.51,1186560,240.83
Hokkaido,57598,259.45,4811,35.12,8751,63.88,30126,219.9,14522,106,897,6.55,5999,43.79,18,0.13,545,3.98,1813,13.23,104,0.76,1,0.04,173,6.18,4,0.18,5,0.23,60,2.73,-,-,18,0.82,48709,219.41
Aomori,10447,180.12,559,15.53,943,26.19,3209,89.14,3665,101.81,244,6.78,2405,66.81,164,4.56,308,8.56,496,13.78,34,0.94,1,0.11,77,8.56,3,0.5,2,0.33,109,18.17,-,-,-,-,11703,201.78
Iwate,12046,194.29,1124,28.82,2413,61.87,3861,99,6339,162.54,175,4.49,2209,56.64,147,3.77,443,11.36,419,10.74,62,1.59,1,0.07,181,12.93,4,0.21,8,0.42,78,4.11,-,-,8,0.42,17305,279.11
Miyagi,23705,263.39,1805,33.43,1969,36.46,6288,116.44,7370,136.48,265,4.91,4037,74.76,15,0.28,504,9.33,608,11.26,75,1.39,1,0.08,134,11.17,3,0.3,6,0.6,21,2.1,1,0.1,2,0.2,25458,282.87
Akita,8121,159.24,255,7.73,647,19.61,2510,76.06,2734,82.85,168,5.09,1140,34.55,12,0.36,161,4.88,218,6.61,7,0.21,4,0.67,66,11,1,0.13,-,-,2,0.25,-,-,2,0.25,11406,223.65
Yamagata,11957,284.69,1016,37.63,1603,59.37,6844,253.48,4186,155.04,142,5.26,1340,49.63,17,0.63,322,11.93,430,15.93,27,1,-,-,70,8.75,-,-,-,-,5,0.5,-,-,3,0.3,9756,232.29
Fukushima,16816,205.07,1884,38.45,1930,39.39,6064,123.76,5422,110.65,304,6.2,3811,77.78,34,0.69,569,11.61,505,10.31,47,0.96,8,0.62,236,18.15,5,0.71,1,0.14,56,8,2,0.29,6,0.86,21859,266.57
Ibaraki,26741,224.71,1181,15.75,1553,20.71,12434,165.79,8785,117.13,236,3.15,5133,68.44,90,1.2,357,4.76,1075,14.33,100,1.33,2,0.13,779,48.69,1,0.08,13,1,133,10.23,-,-,3,0.23,36266,304.76
Tochigi,15218,202.91,1115,23.72,684,14.55,4801,102.15,3619,77,127,2.7,5055,107.55,135,2.87,436,9.28,587,12.49,43,0.91,2,0.18,226,20.55,3,0.43,3,0.43,19,2.71,4,0.57,6,0.86,19314,257.52
Gunma,20653,245.87,1069,20.56,1549,29.79,5866,112.81,8265,158.94,197,3.79,5655,108.75,50,0.96,595,11.44,1455,27.98,86,1.65,4,0.31,176,13.54,4,0.44,3,0.33,25,2.78,-,-,7,0.78,20324,241.95
