"千葉県","8433","46.08","35","0.32","10","0.09","453","4.08","1123","10.12","42","0.38","2","0.02","15","0.14","16","0.14","1","0.01","5","0.05","-","-","9","0.26","1","0.11","-","-","2","0.22","-","-","2","0.22","472","2.58"
"東京都","11149","26.67","68","0.26","55","0.21","530","2.02","3922","14.91","69","0.26","5","0.02","11","0.04","62","0.24","3","0.01","4","0.02","1","0.03","8","0.21","-","-","1","0.04","5","0.20","1","0.04","1","0.04","617","1.48"
"神奈川県","8921","36.56","52","0.37","14","0.10","400","2.82","1770","12.46","39","0.27","5","0.04","16","0.11","22","0.15","-","-","10","0.07","-","-","32","0.64","-","-","4","0.33","2","0.17","-","-","1","0.08","473","1.94"
"新潟県","1075","19.55","13","0.43","3","0.10","160","5.33","93","3.10","14","0.47","-","-","11","0.37","3","0.10","-","-","4","0.13","-","-","1","0.10","-","-","-","-","6","0.46","1","0.08","-","-","297","5.40"
"富山県","698","14.85","8","0.28","13","0.45","147","5.07","311","10.72","11","0.38","-","-","5","0.17","4","0.14","1","0.03","1","0.03","-","-","-","-","-","-","-","-","1","0.20","-","-","-","-","108","2.30"
"石川県","605","12.87","14","0.50","13","0.46","71","2.54","346","12.36","18","0.64","2","0.07","1","0.04","7","0.25","3","0.11","-","-","-","-","4","0.57","-","-","-","-","-","-","-","-","-","-","78","1.66"
"福井県","582","14.92","16","0.64","6","0.24","78","3.12","162","6.48","10","0.40","37","1.48","10","0.40","6","0.24","1","0.04","-","-","-","-","1","0.33","-","-","-","-","4","0.67","-","-","1","0.17","38","0.97"
"山梨県","1644","46.97","11","0.52","1","0.05","14","0.67","130","6.19","2","0.10","-","-","10","0.48","6","0.29","-","-","-","-","-","-","2","0.22","-","-","-","-","2","0.20","1","0.10","-","-","112","3.20"
"長野県","1128","22.56","19","0.68","4","0.14","55","1.96","326","11.64","4","0.14","-","-","5","0.18","5","0.18","-","-","1","0.04","-","-","9","0.90","-","-","-","-","2","0.17","-","-","-","-","281","5.62"
"岐阜県","1371","30.47","11","0.41","3","0.11","36","1.33","348","12.89","5","0.19","-","-","6","0.22","7","0.26","-","-","2","0.07","-","-","-","-","-","-","-","-","1","0.20","-","-","-","-","118","2.62"
"静岡県","6017","43.29","20","0.22","12","0.13","147","1.65","536","6.02","11","0.12","4","0.04","23","0.26","24","0.27","1","0.01","1","0.01","-","-","5","0.23","-","-","-","-","1","0.10","-","-","-","-","358","2.58"
"愛知県","6316","38.75","64","0.63","6","0.06","147","1.46","788","7.80","9","0.09","-","-","25","0.25","16","0.16","1","0.01","2","0.02","-","-","11","0.31","-","-","-","-","12","0.80","-","-","-","-","336","2.06"
"三重県","2836","41.10","40","0.93","11","0.26","64","1.49","307","7.14","6","0.14","1","0.02","3","0.07","9","0.21","-","-","-","-","-","-","1","0.08","-","-","-","-","7","0.78","-","-","-","-","143","2.07"
"滋賀県","1260","21.72","33","0.94","8","0.23","74","2.11","253","7.23","14","0.40","-","-","1","0.03","7","0.20","-","-","-","-","-","-","-","-","-","-","-","-","1","0.14","-","-","-","-","92","1.59"
"京都府","1766","26.76","38","0.97","50","1.28","140","3.59","352","9.03","13","0.33","-","-","7","0.18","13","0.33","-","-","2","0.05","-","-","1","0.06","1","0.14","-","-","5","0.71","1","0.14","2","0.29","103","1.56"
"大阪府","5972","20.59","237","1.28","66","0.36","327","1.77","1258","6.80","57","0.31","6","0.03","29","0.16","36","0.19","5","0.03","3","0.02","-","-","14","0.27","1","0.06","-","-","2","0.11","3","0.17","-","-","253","0.87"
"兵庫県","6030","36.77","126","1.20","47","0.45","274","2.61","790","7.52","30","0.29","4","0.04","22","0.21","17","0.16","2","0.02","4","0.04","-","-","9","0.26","1","0.07","-","-","5","0.36","1","0.07","-","-","233","1.42"
"奈良県","1227","29.21","37","1.54","22","0.92","42","1.75","202","8.42","4","0.17","-","-","6","0.25","8","0.33","-","-","-","-","-","-","3","0.30","-","-","1","0.17","2","0.33","-","-","-","-","54","1.29"
"和歌山県","1560","34.67","32","1.19","6","0.22","24","0.89","157","5.81","8","0.30","-","-","5","0.19","8","0.30","-","-","2","0.07","-","-","2","0.50","-","-","-","-","-","-","-","-","-","-","64","1.42"
"鳥取県","274","9.45","24","1.26","5","0.26","84","4.42","101","5.32","2","0.11","-","-","2","0.11","5","0.26","-","-","-","-","-","-","1","0.20","1","0.20","-","-","4","0.80","-","-","-","-","52","1.79"
"島根県","561","28.05","23","2.09","10","0.91","30","2.73","105","9.55","5","0.45","-","-","3","0.27","5","0.45","-","-","-","-","-","-","3","1.00","-","-","-","-","2","0.25","-","-","-","-","65","3.25"
"岡山県","876","17.52","27","0.96","3","0.11","52","1.86","257","9.18","3","0.11","17","0.61","18","0.64","12","0.43","1","0.04","1","0.04","-","-","1","0.08","-","-","-","-","4","0.80","-","-","1","0.20","76","1.52"
"広島県","1479","15.90","42","0.75","20","0.36","117","2.09","461","8.23","14","0.25","1","0.02","10","0.18","4","0.07","-","-","3","0.05","-","-","17","0.89","-","-","-","-","6","0.30","-","-","5","0.25","108","1.16"
"山口県","1651","26.21","60","1.50","6","0.15","152","3.80","317","7.93","8","0.20","1","0.03","41","1.03","11","0.28","-","-","-","-","-","-","2","0.22","-","-","-","-","6","0.67","-","-","-","-","74","1.17"
"徳島県","632","19.15","16","0.76","3","0.14","27","1.29","120","5.71","1","0.05","-","-","6","0.29","6","0.29","-","-","-","-","-","-","1","0.25","-","-","-","-","1","0.14","-","-","-","-","79","2.39"
"香川県","198","8.61","8","0.62","1","0.08","15","1.15","94","7.23","3","0.23","-","-","2","0.15","1","0.08","-","-","-","-","-","-","4","0.80","-","-","-","-","1","0.20","-","-","3","0.60","46","2.00"
"愛媛県","1308","35.35","24","1.20","5","0.25","140","7.00","162","8.10","7","0.35","-","-","10","0.50","7","0.35","-","-","1","0.05","-","-","19","2.38","-","-","-","-","4","0.67","-","-","-","-","113","3.05"
"高知県","1035","27.24","12","0.60","2","0.10","36","1.80","63","3.15","5","0.25","1","0.05","12","0.60","3","0.15","-","-","2","0.10","-","-","-","-","1","0.13","-","-","-","-","-","-","1","0.13","86","2.26"
"福岡県","3726","30.54","64","0.91","48","0.69","408","5.83","784","11.20","32","0.46","9","0.13","11","0.16","25","0.36","3","0.04","1","0.01","-","-","9","0.35","-","-","-","-","2","0.13","-","-","-","-","69","0.57"
"佐賀県","753","31.38","9","0.75","3","0.25","44","3.67","109","9.08","2","0.17","-","-","5","0.42","6","0.50","-","-","-","-","-","-","1","0.25","-","-","-","-","-","-","-","-","-","-","17","0.71"
"長崎県","1738","34.08","10","0.32","32","1.03","107","3.45","251","8.10","6","0.19","3","0.10","17","0.55","9","0.29","-","-","1","0.03","-","-","5","0.63","-","-","-","-","1","0.08","-","-","-","-","27","0.53"
"熊本県","2292","31.83","56","1.17","8","0.17","99","2.06","398","8.29","23","0.48","16","0.33","36","0.75","19","0.40","6","0.13","2","0.04","-","-","4","0.44","-","-","-","-","-","-","-","-","-","-","83","1.15"
"大分県","3044","52.48","22","0.61","28","0.78","92","2.56","521","14.47","14","0.39","-","-","12","0.33","15","0.42","-","-","1","0.03","-","-","4","0.80","-","-","1","0.09","2","0.18","-","-","-","-","48","0.83"
"宮崎県","1122","40.07","3","0.20","26","1.73","50","3.33","179","11.93","6","0.40","1","0.07","16","1.07","6","0.40","-","-","-","-","-","-","6","1.00","-","-","-","-","1","0.14","-","-","-","-","36","1.29"
"鹿児島県","2827","49.60","21","0.68","36","1.16","74","2.39","257","8.29","7","0.23","1","0.03","42","1.35","16","0.52","-","-","1","0.03","-","-","8","1.14","-","-","-","-","2","0.17","-","-","-","-","26","0.46"
"沖縄県","872","19.38","2","0.08","7","0.28","48","1.92","99","3.96","24","0.96","2","0.08","6","0.24","5","0.20","-","-","2","0.08","-","-","15","1.67","-","-","-","-","-","-","-","-","-","-","39","0.87"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
